"","City","population","Assaults","Rapes","Robberies","Homicides","Violent_crimes","total_crime_rate","assault_rate","rape_rate","robbery_rate","homicide_rate"
"1","United States",2196126726,12127367,1146432,11016675,769526,58163955,0.026484789931016,0.00552216174796463,0.000522024520000309,0.00501641133436122,0.000350401454929519
