"","State","Report_year","unemployment_rate","Assaults","Assaults_percapita","Crimes_percapita","Homicides","Homicides_Percapita","Population","Rapes","Rapes_percapita","Robberies","Robberies_percapita","Violent_crimes","total_crime_rate","assault_rate","rape_rate","robbery_rate","homicide_rate"
"873","Oklahoma","2011",5.9,6096,1249.09,1871.11,107,22.26,982309,543,114.4,2322,485.34,9068,0.0092313111251144,0.00620578657021365,0.000552779217130251,0.00236381830971721,0.000108927028053291
"874","Oklahoma","2012",5.3,6320,1270.48,1909.02,127,24.8,994511,705,144.53,2271,469.22,9423,0.00947500832067217,0.00635488194700712,0.000708891103265826,0.00228353431988183,0.00012770095051739
"875","Oklahoma","2013",5.3,5695,1152.97,1796.16,122,25.46,999532,823,168.93,2185,448.82,8825,0.00882913203379181,0.00569766650792571,0.000823385344341152,0.00218602305879151,0.000122057122733439
"876","Oklahoma","2014",4.5,5115,999.14,1578.96,91,18.79,1017531,747,148.57,2046,412.47,7999,0.00786118555601746,0.00502687387411293,0.000734129967539073,0.00201074954964517,8.94321647202886e-05
"877","Oklahoma","2015",4.2,5437,1075.15,1669.16,128,25.28,1032141,845,167.02,2046,401.71,8456,0.0081926791010143,0.00526769113909824,0.000818686594176571,0.00198228730376954,0.000124014063969942
"878","Oregon","1980",8.5,2298,630.59,1360.25,46,12.62,364419,364,99.89,2249,617.15,4957,0.0136024740751717,0.00630592806631926,0.000998850224604096,0.00617146745916102,0.000126228325087331
"879","Oregon","1981",9.8,2939,795.36,1746.06,38,10.28,369518,403,109.06,3072,831.35,6452,0.0174605837875286,0.00795360442522421,0.00109060992969219,0.00831353276430377,0.000102836668308445
"880","Oregon","1982",11.5,3245,877.51,1753.4,36,9.74,369796,392,106,2811,760.15,6484,0.0175339917143506,0.00877510843816591,0.0010600439161051,0.00760148838819241,9.73509718872027e-05
"881","Oregon","1983",10.8,3502,942.14,1850.66,36,9.69,371706,377,101.42,2964,797.4,6879,0.0185065616374231,0.00942142445911554,0.00101424243891678,0.00797404400251812,9.68507368726897e-05
"882","Oregon","1984",9.4,3962,1079.4,2018.23,34,9.26,367055,370,100.8,3042,828.76,7408,0.0201822615139421,0.0107940226941467,0.00100802332075575,0.00828758632902426,9.26291700153928e-05
"883","Oregon","1985",8.8,4614,1255.27,2348.93,43,11.7,367571,469,127.59,3508,954.37,8634,0.0234893394745505,0.0125526768977966,0.00127594396728795,0.00954373440777428,0.000116984201691646
"884","Oregon","1986",8,4433,1203.18,2389.54,46,12.49,368439,438,118.88,3887,1054.99,8804,0.023895407380869,0.0120318424488179,0.00118879923135173,0.0105499146398725,0.000124851060826894
"885","Oregon","1987",6.3,4623,1182.82,2242.07,66,16.89,390845,407,104.13,3667,938.22,8763,0.0224206526884059,0.0118282183474267,0.00104133352096099,0.00938223592472719,0.000168864895290972
"886","Oregon","1988",5.8,4637,1196.15,2240.63,45,11.61,387659,372,95.96,3632,936.91,8686,0.0224062900642059,0.011961543521497,0.000959606251886323,0.00936905888938474,0.000116081401437862
"887","Oregon","1989",5.4,4932,1158.32,1891.08,38,8.92,425788,415,97.47,2667,626.37,8052,0.0189108194688437,0.0115832292126598,0.000974663447537272,0.00626368051706483,8.92462915817261e-05
"888","Oregon","1990",5.5,4838,1106.29,1791.83,33,7.55,437319,424,96.95,2541,581.04,7836,0.0179182701872089,0.0110628625785754,0.000969543971334426,0.00581040384707731,7.54597902217832e-05
"889","Oregon","1991",6.4,4881,1085.46,1805.99,53,11.79,449671,464,103.19,2723,605.55,8121,0.0180598704386096,0.0108546025872249,0.00103186551945756,0.00605553838250632,0.000117863949420799
"890","Oregon","1992",7.4,5167,1127.84,1831.13,46,10.04,458132,490,106.96,2686,586.29,8389,0.0183113163891629,0.0112784088428662,0.00106956073795325,0.00586293906559681,0.000100407742746632
"891","Oregon","1993",7,5603,1231.73,1856.5,58,12.75,454889,479,105.3,2305,506.72,8445,0.0185649685967346,0.0123172905917707,0.00105300413947139,0.0050671702327381,0.000127503632754364
"892","Oregon","1994",5.4,6014,1298.72,1902.08,50,10.8,463072,400,86.38,2344,506.18,8808,0.0190208002211319,0.0129871812590699,0.00086379655863451,0.00506184783359823,0.000107974569829314
"893","Oregon","1995",4.9,6066,1322.65,1925.98,43,9.38,458623,426,92.89,2298,501.07,8833,0.0192598277888375,0.0132265499113651,0.000928867501193791,0.00501065145010172,9.37589261768381e-05
"894","Oregon","1996",5.7,5325,1138.05,1674.48,51,10.9,467906,402,85.91,2057,439.62,7835,0.0167448162665151,0.0113804909533111,0.000859146922672503,0.00439618213914761,0.000108996251383825
"895","Oregon","1997",5.7,5250,1108.31,1604.4,46,9.71,473696,356,75.15,1948,411.23,7600,0.016044045125988,0.011083057488347,0.000751536850638384,0.00411234209281902,9.71086941836114e-05
"896","Oregon","1998",5.7,4681,957.63,1372.1,26,5.32,488813,361,73.85,1639,335.3,6707,0.0137209935087651,0.00957625922387498,0.000738523729933533,0.00335302048022454,5.3190074732055e-05
"897","Oregon","1999",5.5,4501,884.31,1236.58,35,6.88,508984,340,66.8,1418,278.59,6294,0.0123658111060466,0.00884310705248102,0.000667997422315829,0.00278594219071719,6.87644405325118e-05
"898","Oregon","2000",5.1,3864,730.27,1076.88,19,3.59,529121,369,69.74,1446,273.28,5698,0.0107688033549982,0.0073026774594091,0.000697383018251024,0.00273283426664222,3.59086106958522e-05
"899","Oregon","2001",6.4,2963,551.69,848.29,21,3.91,537081,305,56.79,1267,235.9,4556,0.00848289177982465,0.0055168587233583,0.000567884546278867,0.00235904826273877,3.91002474487089e-05
"900","Oregon","2002",7.5,2844,522.21,828.49,20,3.67,544604,354,65,1294,237.6,4512,0.00828491895028314,0.00522214306174762,0.000650013587854661,0.00237603836916365,3.67239315172125e-05
"901","Oregon","2003",8.1,2732,501.04,813.54,27,4.95,545271,310,56.85,1367,250.7,4436,0.00813540423019013,0.0050103526503335,0.000568524641875324,0.00250701027562441,4.95166623568831e-05
"902","Oregon","2004",7.3,2405,442.23,741.77,29,5.33,543838,313,57.55,1287,236.65,4034,0.00741765010903982,0.00442227280918215,0.000575539039199173,0.00236651355734612,5.33247033123835e-05
"903","Oregon","2005",6.2,2376,439.68,713.93,20,3.7,540389,325,60.14,1137,210.4,3858,0.00713930150317642,0.004396832652034,0.000601418607706671,0.00210403986757688,3.7010375858872e-05
"904","Oregon","2006",5.3,2262,417.21,714.16,20,3.69,542174,293,54.04,1297,239.22,3872,0.00714161874232258,0.0041720923541151,0.000540416914127199,0.00239222094751869,3.68885265615836e-05
"905","Oregon","2007",5.2,2110,392.1,687.75,22,4.09,538133,280,52.03,1289,239.53,3701,0.00687748196077921,0.00392096377661284,0.000520317467986539,0.00239531862940946,4.08820867703709e-05
"906","Oregon","2008",6.5,2037,368.34,622.94,26,4.7,553023,250,45.21,1132,204.69,3445,0.0062293973306716,0.003683391106699,0.000452060764199681,0.00204693114029615,4.70143194767668e-05
"907","Oregon","2009",11.3,1797,320.37,553.57,19,3.39,560908,252,44.93,1037,184.88,3105,0.00553566716823436,0.0032037339456738,0.000449271538291485,0.00184878803654075,3.38736477283262e-05
"908","Oregon","2010",10.6,1794,307.31,522.63,22,3.77,583776,230,39.4,1005,172.16,3051,0.00522631968426246,0.00307309653017596,0.000393986734637943,0.00172155073178753,3.76856876610207e-05
"909","Oregon","2011",9.5,1842,312.21,514.75,20,3.39,589991,258,43.73,917,155.43,3037,0.00514753614885651,0.00312208152327747,0.000437294806191959,0.00155426099720165,3.38988221854232e-05
"910","Oregon","2012",8.8,1892,316.37,517.19,20,3.34,598037,231,38.63,950,158.85,3093,0.0051719208008869,0.0031636838523369,0.000386263726157412,0.00158853047553914,3.34427468534556e-05
"911","Oregon","2013",7.9,1776,291.56,482.82,14,2.3,609136,234,38.42,917,150.54,2941,0.00482815003546006,0.00291560505371543,0.000384150665861154,0.0015054109427123,2.29833731711802e-05
"912","Oregon","2014",6.8,1776,288.47,472.82,26,4.22,615672,262,42.56,847,137.57,2911,0.0047281669460362,0.00288465286711106,0.00042555126755805,0.00137573253290713,4.22302784599592e-05
"913","Pennsylvania","1980",8,6562,658.05,2235.94,486,37.72,2105380,1236,126.21,14135,1413.95,22419,0.0106484340119123,0.00311677701887545,0.000587067417758314,0.00671375238674254,0.000230837188536036
"914","Pennsylvania","1981",8.4,6935,662.85,2449.99,411,32.97,2112466,1149,105.53,15104,1648.64,23599,0.0111713040588582,0.00328289307378202,0.000543914079563884,0.00714993756112524,0.000194559344387081
"915","Pennsylvania","1982",11.2,6999,636.51,2303.7,383,31.65,2113370,1075,105.14,14445,1530.4,22902,0.0108367204985402,0.00331177219322693,0.000508666253424625,0.00683505491229647,0.000181227139592215
"916","Pennsylvania","1983",11.5,6247,570.74,2315.9,353,28.22,2119254,1036,98.7,14942,1618.24,22578,0.0106537489135328,0.00294773538235624,0.000488851265586853,0.00705059421853161,0.000166568047058069
"917","Pennsylvania","1984",9.1,6115,562.06,2033.95,310,27.08,2083020,1161,110.1,12577,1334.69,20163,0.00967969582625227,0.00293564152048468,0.000557363827519659,0.00603786809536154,0.000148822382886386
"918","Pennsylvania","1985",8,6649,615.5,2073.91,307,25.13,2041071,1209,109.14,12397,1324.16,20562,0.0100741228502095,0.00325760348366127,0.00059233608238028,0.00607377205398538,0.000150411230182586
"919","Pennsylvania","1986",6.9,7285,659.59,2216.23,390,32.54,2047348,1339,128.91,12900,1395.18,21914,0.010703602904831,0.00355826171222479,0.00065401680613164,0.0063008340545916,0.000190490331883002
"920","Pennsylvania","1987",5.6,7840,707.91,2164.81,375,30,2038379,1365,134.42,12136,1292.48,21716,0.0106535634442859,0.00384619347039976,0.000669649756007102,0.00595375050469025,0.000183969713188764
"921","Pennsylvania","1988",5,8266,761.62,2094.28,393,27.48,2044475,1146,115.47,11395,1189.72,21200,0.0103694102397926,0.00404309174727008,0.000560535100698223,0.00557355800388853,0.000192225387935778
"922","Pennsylvania","1989",4.7,8420,890.78,2309.22,506,36.99,2028600,1003,105.63,12704,1275.82,22633,0.0111569555358375,0.0041506457655526,0.000494429655920339,0.00626244700778862,0.000249433106575964
"923","Pennsylvania","1990",5.5,9705,1101.5,2705.24,538,41.18,1955456,1036,127.94,15125,1434.62,26404,0.0135027328664005,0.00496303675459842,0.000529799698893762,0.00773476877004647,0.000275127642861818
"924","Pennsylvania","1991",7,8440,786.83,2559.31,476,37.23,1969048,1204,137.19,16625,1598.06,26745,0.0135827059573967,0.0042863353254974,0.000611463001409818,0.00844316644388557,0.000241741186603882
"925","Pennsylvania","1992",7.6,7421,717.33,2393.61,469,38.27,1977480,1038,110.07,14670,1527.95,23598,0.0119333697433097,0.0037527560329308,0.000524910492141513,0.00741853267795376,0.000237170540283593
"926","Pennsylvania","1993",7,8210,814.33,2470.81,519,49.86,1928007,1011,111.67,14315,1494.94,24055,0.012476614452126,0.00425828329461459,0.000524375689507351,0.00742476557398391,0.000269189894020094
"927","Pennsylvania","1994",6.3,8118,791.87,2436.15,468,43.25,1929170,982,117.01,15175,1484.03,24743,0.0128257229793123,0.00420802728634594,0.000509027198225143,0.00786607712124903,0.000242591373492227
"928","Pennsylvania","1995",5.9,8139,769.29,2408.1,490,44.59,1884628,1016,119.02,15689,1475.19,25334,0.0134424406301933,0.00431862415288322,0.000539098432157434,0.00832471978554919,0.000259998259603487
"929","Pennsylvania","1996",5.4,6970,679.78,2125.37,467,40.75,1882711,850,100.28,14753,1304.57,23040,0.0122376721652978,0.00370210828958879,0.00045147662068156,0.00783604068813535,0.000248046566892104
"930","Pennsylvania","1997",5.1,7208,692.5,2046.19,468,41.57,1877657,825,92.18,13481,1219.92,21982,0.0117071435304744,0.00383882679317895,0.000439377372970676,0.00717969256365779,0.000249246800667001
"931","Pennsylvania","1998",4.6,10049,980.86,2355.4,374,33.48,1803647,946,106.65,13013,1234.42,24382,0.0135181662487172,0.00557148932135834,0.000524492874714398,0.00721482640450155,0.000207357648142902
"932","Pennsylvania","1999",4.4,11979,1113.74,2482.15,341,34.46,1782454,1072,104.83,12685,1229.12,26077,0.0146298305594422,0.00672051003840772,0.000601418045009857,0.00711659319118474,0.000191309284839889
"933","Pennsylvania","2000",4.1,12564,1172.5,2460.58,356,31.86,1858797,1149,104.79,12010,1151.43,26079,0.0140300420110426,0.00675921039252807,0.000618141733605122,0.00646116816414057,0.000191521720768863
"934","Pennsylvania","2001",4.8,11868,1097.47,2277.88,364,36.46,1859716,1148,106.04,10988,1037.92,24368,0.0131030759535327,0.00638161955911548,0.000617298555263277,0.00590842902894851,0.000195728810205429
"935","Pennsylvania","2002",5.6,11848,1226.14,2423.52,335,32.61,1866755,1183,111.11,10485,1053.65,23851,0.0127767168160792,0.00634684251548811,0.000633720011463743,0.00561669849551762,0.000179455793609767
"936","Pennsylvania","2003",5.7,11372,1158.43,2439.86,415,43.24,1831205,1140,107.68,11252,1130.51,24179,0.0132038739518514,0.00621011847390106,0.000622540895202886,0.00614458785335339,0.000226626729394033
"937","Pennsylvania","2004",5.4,11806,1257.21,2526.97,376,35.99,1818455,1100,97.06,11359,1136.69,24641,0.0135505140352662,0.00649232452823963,0.000604909112405861,0.00624651146165289,0.000206768932967822
"938","Pennsylvania","2005",5,11727,1168.44,2490.43,440,44.65,1803695,1141,104.89,11686,1172.45,24994,0.0138571099881077,0.0065016535500736,0.000632590321534406,0.0064789224342253,0.000243943682274442
"939","Pennsylvania","2006",4.6,12139,1210.82,2632.42,463,45.04,1789180,1062,96.97,12693,1279.58,26357,0.0147313294358309,0.00678467230798466,0.000593568003219352,0.00709431136051152,0.000258777764115405
"940","Pennsylvania","2007",4.4,11252,1204.44,2582.15,444,43.97,1747712,1085,107.92,11854,1225.83,24635,0.0140955718104585,0.00643813168302329,0.000620811666910795,0.00678258202724476,0.000254046433279625
"941","Pennsylvania","2008",5.3,11393,1198.36,2525.39,403,46.21,1750874,1174,115.94,11159,1164.89,24129,0.013781117316266,0.00650703591463463,0.000670522264880283,0.00637338837631948,0.000230170760431647
"942","Pennsylvania","2009",8,10493,1078.12,2226.93,341,32,1859837,1012,95.05,10404,1021.75,22250,0.0119634139981084,0.00564189227335514,0.000544133706340932,0.0055940386173627,0.000183349401049662
"943","Pennsylvania","2010",8.5,10420,1071.87,2128.04,361,37.93,1833636,1011,83.38,9553,934.86,21345,0.0116408054815678,0.00568269820182414,0.000551363520349731,0.00520986717101977,0.000196876588374138
"944","Pennsylvania","2011",7.9,10104,980.56,1995.62,368,35.42,1839482,900,76.12,9372,903.51,20744,0.0112770877888449,0.00549285070470926,0.00048926817440997,0.00509491258952249,0.000200056320203188
"945","Pennsylvania","2012",7.8,9783,923.04,1912.04,372,34.65,1851069,927,72.24,9118,882.12,20200,0.0109126131981034,0.00528505420381412,0.000500791704685239,0.00492580233367854,0.000200964955925468
"946","Pennsylvania","2013",7.4,9166,897.76,1833.63,292,30.53,1860785,1357,107.7,8518,797.64,19333,0.0103897011207635,0.0049258780568416,0.000729262112495533,0.004577637932378,0.000156923019048412
"947","Pennsylvania","2014",5.9,8809,906.59,1819.53,317,38.34,1866675,1298,107,7956,767.59,18380,0.0098463846143544,0.00471908607550859,0.000695354038598042,0.00426212382980433,0.000169820670443436
"948","Pennsylvania","2015",5.1,8935,876.55,1735.11,337,36.43,1874680,1404,111.04,7623,711.09,18299,0.0097611325666247,0.00476614675571297,0.000748927817014104,0.0040662939808394,0.000179764013058229
"949","Tennessee","1980",7.4,3337,598.46,1873.47,239,42.82,1096982,1083,187.44,5873,1044.75,10532,0.00960088679668399,0.00304198245732382,0.000987254120851573,0.0053537797338516,0.000217870484656995
"950","Tennessee","1981",9,3122,545.88,1752.13,212,37.56,1112526,1123,195.37,5686,973.31,10143,0.00911709029721553,0.00280622655110982,0.0010094146114338,0.00511089179039411,0.000190557344277797
"951","Tennessee","1982",11.7,3568,618.16,1855.29,189,32.98,1122420,1034,177.44,6066,1026.71,10857,0.00967284973539317,0.00317884570838011,0.000921223784323159,0.00540439407708344,0.000168386165606457
"952","Tennessee","1983",11.5,3352,579.38,1843.61,208,36.49,1130770,1087,184.3,6206,1043.45,10853,0.00959788462728937,0.0029643517249308,0.00096129186306676,0.00548829558619348,0.000183945453098331
"953","Tennessee","1984",8.5,4672,781.66,2051.33,185,32.39,1130410,1204,207.46,6201,1029.81,12262,0.0108473916543555,0.00413301368530002,0.00106510027335215,0.00548562026167497,0.000163657434028361
"954","Tennessee","1985",7.9,5056,847.12,2189.02,203,35.47,1135912,1251,210.25,6604,1096.19,13114,0.0115449084083978,0.00445104902492447,0.00110131770770975,0.00581383064885308,0.000178711026910535
"955","Tennessee","1986",7.9,5340,916.08,2482.53,254,44.13,1131161,1329,226.26,7772,1296.06,14695,0.0129910773090656,0.00472081339437976,0.00117489906388215,0.00687081679796245,0.000224548052841284
"956","Tennessee","1987",6.6,5458,950.61,2417.33,242,42,1146817,1340,230.46,7046,1194.27,14086,0.0122826920075304,0.00475925975983963,0.0011684514617415,0.00614396193987358,0.000211018846075703
"957","Tennessee","1988",5.8,6208,1066.04,2384.76,253,41.72,1171694,1327,221.3,6416,1055.69,14204,0.012122619045587,0.00529831167523261,0.00113254825918713,0.00547583242723783,0.000215926683929422
"958","Tennessee","1989",5.1,6402,1124.29,2276.41,210,35.42,1152479,1259,215.28,5389,901.43,13260,0.0115056326405948,0.00555498191290253,0.00109242771451801,0.00467600711162633,0.000182215901547881
"959","Tennessee","1990",5.3,8006,1460.76,2866.43,262,45.36,1109902,1384,246.85,6316,1113.46,15968,0.0143868557764559,0.00721324945806026,0.00124695693854052,0.0056905925027615,0.000236056877093653
"960","Tennessee","1991",6.8,8231,1497.35,2997.02,257,44.61,1127309,1167,206.65,7152,1248.42,16807,0.0149089557521496,0.00730145860629162,0.00103520862514182,0.00634431198544498,0.000227976535271163
"961","Tennessee","1992",6.5,8685,1561.72,3180.94,266,45.47,1143636,1186,206.14,8009,1367.6,18146,0.0158669366826508,0.00759419955300463,0.0010370432550217,0.00700310238572413,0.000232591488900314
"962","Tennessee","1993",5.8,9615,1745.22,3417.91,285,48.93,1132629,1302,229.46,8075,1394.31,19277,0.0170196948868517,0.00848909925491931,0.00114953793342745,0.00712943073151049,0.000251626966994488
"963","Tennessee","1994",4.8,10155,1816.84,3366.72,232,39.3,1149676,1203,208.05,7640,1302.52,19230,0.0167264516263713,0.00883292336275612,0.00104638176320981,0.00664535051614542,0.000201795984259913
"964","Tennessee","1995",5.2,10403,1854.8,3559.75,286,49.06,1147583,1272,218.82,8454,1437.08,20415,0.0177895629335743,0.00906513951496319,0.00110841655897656,0.007366787413198,0.000249219446436554
"965","Tennessee","1996",5.2,12150,2121.86,3875.1,250,42.28,1161685,1276,216.8,8880,1494.18,22556,0.0194166232670647,0.0104589454111915,0.0010984044728132,0.00764406874496959,0.00021520463809036
"966","Tennessee","1997",5.3,11566,2002.55,3603.38,250,42.71,1169400,1488,250.54,7823,1307.58,21127,0.0180665298443646,0.00989054215837181,0.00127244740892766,0.00668975543013511,0.00021378484693005
"967","Tennessee","1998",4.3,9795,1766.43,3130.19,212,37.54,1128366,1205,211.64,6395,1114.59,17607,0.0156039795598237,0.00868069403012852,0.00106791590671821,0.0056674873223759,0.000187882300601046
"968","Tennessee","1999",4,9998,1800.68,3017.78,186,32.35,1132786,1148,200.78,5675,983.98,17007,0.0150134270727216,0.00882602715782151,0.00101343060383868,0.00500977236653702,0.000164196944524385
"969","Tennessee","2000",3.9,11058,1869.44,3102.18,219,35.63,1203268,980,161.69,6337,1035.42,18594,0.0154529165572424,0.00918997264117387,0.000814448651505733,0.00526649092305289,0.000182004341509955
"970","Tennessee","2001",4.6,11996,1997.38,3294.84,220,35.23,1210957,902,148.96,6847,1113.27,19965,0.0164869603132068,0.00990621467153664,0.000744865424618711,0.00565420572324203,0.000181674493809442
"971","Tennessee","2002",5.2,11644,1926.08,3121.44,212,33.73,1223037,920,149.93,6324,1011.69,19100,0.0156168619592048,0.00952056233785241,0.000752225811647563,0.0051707348183252,0.000173338991379656
"972","Tennessee","2003",5.6,11166,1863.96,3078.66,198,32.25,1208746,784,129.04,6496,1053.42,18644,0.0154242495942076,0.00923767276168856,0.000648606076049062,0.0053741646301208,0.000163806126349125
"973","Tennessee","2004",5.3,11801,1970.8,3098.64,166,27.03,1207660,843,139.81,5898,961,18708,0.0154911150489376,0.00977179007336502,0.000698044151499594,0.00488382491760926,0.00013745590646374
"974","Tennessee","2005",5.6,13735,2219.65,3473.62,233,37.37,1236022,745,120.82,6906,1095.77,21619,0.0174907889989013,0.0111122617558587,0.000602740080678176,0.00558727919082346,0.00018850797154096
"975","Tennessee","2006",5.2,13401,2148.76,3518.5,229,36.16,1241641,754,120.81,7738,1212.78,22122,0.0178167441313552,0.0107929747809552,0.000607260874922784,0.00623207513282825,0.000184433342648962
"976","Tennessee","2007",4.7,13247,2136.16,3461.09,204,32.51,1233433,740,118.64,7387,1173.78,21578,0.0174942619501829,0.0107399429073164,0.000599951517431429,0.00598897548549455,0.000165392039940556
"977","Tennessee","2008",6.6,13268,2071.31,3314.43,214,33.15,1274227,657,102.78,7165,1107.18,21304,0.016719156005955,0.0104125873961233,0.000515606716856573,0.00562301693497312,0.000167944958001989
"978","Tennessee","2009",10.5,12064,1872.92,2949.24,211,32.73,1277597,646,100.43,6110,943.17,19031,0.0148959335377275,0.00944272724497631,0.000505636753999892,0.00478241573829619,0.000165153800455073
"979","Tennessee","2010",9.7,11255,1789.23,2732.13,144,22.85,1251898,765,121.82,5039,798.24,17203,0.0137415348534785,0.00899034905399641,0.0006110721480504,0.0040250883059163,0.000115025345515369
"980","Tennessee","2011",9,11659,1835.4,2767.42,167,26.08,1265514,793,125.35,4972,780.59,17591,0.0139002808345068,0.00921285738443036,0.000626622858380073,0.0039288384008395,0.000131962190856838
"981","Tennessee","2012",7.8,12703,1979.05,2914.58,197,30.53,1278322,731,113.9,5100,791.11,18731,0.0146528026584851,0.00993724585824229,0.000571843400958444,0.00398960512296589,0.000154108276318486
"982","Tennessee","2013",7.8,11729,1807.35,2704.6,160,24.52,1293364,921,142.48,4747,730.27,17557,0.0135746781261888,0.00906859940434402,0.000712096517299074,0.0036702737976316,0.000123708406914063
"983","Tennessee","2014",6.5,12704,1948.68,2869.11,181,27.7,1302611,1010,155.06,4814,737.66,18709,0.0143626915479756,0.00975271972983492,0.000775365784566536,0.00369565434346862,0.000138951690105488
"984","Tennessee","2015",5.8,12472,1895.52,2841.16,207,31.46,1315965,1037,157.6,4978,756.57,18694,0.0142055449802996,0.00947745570740863,0.000788014878815166,0.00378277537776461,0.000157299016311224
"985","Texas","1980",5.1,15755,2578.7,5706.02,1217,147.15,4558146,3612,504.91,19894,2475.24,40478,0.00888036495540073,0.003456449179118,0.000792427447475355,0.00436449380954449,0.000266994519262876
"986","Texas","1981",5.3,15532,2473.61,5443.07,1179,139.3,4746375,3469,514.82,18194,2315.31,38374,0.00808490690263622,0.00327239208869927,0.000730873561402123,0.00383324115772563,0.000248400094809196
"987","Texas","1982",6.9,18300,2649.22,5905.59,1382,147.58,4915264,3766,500.19,24273,2608.6,47721,0.00970873588885561,0.0037230960534368,0.000766184685095246,0.00493829019153396,0.000281164958789599
"988","Texas","1983",7.9,18160,2621.73,5516.84,1204,130.65,5058455,3535,466.09,21323,2298.36,44222,0.00874219499827517,0.00359002897129657,0.000698829978718798,0.00421531870897339,0.000238017339286403
"989","Texas","1984",6.1,18318,2631.71,5620.11,1142,130.22,5113059,4035,526.51,20753,2331.66,44248,0.00865391930740482,0.00358259116509315,0.000789155767613869,0.00405882271258751,0.000223349662110294
"990","Texas","1985",7,20294,2907.5,6363.68,1158,133.01,5131439,4942,628.82,23311,2694.33,49705,0.00968636672870904,0.003954836060606,0.000963082675249574,0.0045427803000289,0.000225667692824566
"991","Texas","1986",8.8,27196,3685.49,7853.19,1233,152.69,5229290,4849,618.26,29531,3396.76,62809,0.0120109995812051,0.00520070602318862,0.000927276934344815,0.00564722935618411,0.000235787267487556
"992","Texas","1987",8.4,27737,3616.83,7449.76,1037,121.2,5318334,4352,535.82,27771,3175.91,60897,0.0114503902913958,0.00521535503411407,0.000818301370316343,0.00522174801356966,0.000194985873395691
"993","Texas","1988",7.3,28340,3618.56,7467.11,1133,119.69,5332536,4135,513.13,28344,3215.71,61952,0.0116177368516593,0.0053145445244064,0.000775428426549769,0.00531529463654816,0.000212469264154991
"994","Texas","1989",6.7,29341,3799.65,7440.37,1174,124.75,5334301,3832,472.59,27207,3043.38,61554,0.0115392813416416,0.00550043951400568,0.000718369660804668,0.00510038709851581,0.000220085068315418
"995","Texas","1990",6.3,32820,4360.1,8609.98,1441,150.02,5263667,4216,520.72,32579,3579.12,71056,0.0134993342094019,0.00623519686940682,0.00080096252289516,0.00618941129824512,0.000273763518854821
"996","Texas","1991",6.9,38258,4737.39,9389.95,1635,178.87,5376397,4268,530.48,36080,3943.22,80241,0.0149246791113082,0.00711591796513539,0.000793840187024879,0.00671081395216908,0.000304107006978837
"997","Texas","1992",7.6,36915,4522.28,8720.8,1321,141.54,5471554,4118,515.04,31420,3541.94,73774,0.0134831896020765,0.00674671217719865,0.000752619822448979,0.00574242710571805,0.000241430496710806
"998","Texas","1993",7.2,35507,4206.41,7890.11,1207,125.63,5553644,3867,482.31,27747,3075.78,68328,0.0123032733102806,0.0063934598616692,0.000696299582760436,0.00499617908529967,0.000217334780551292
"999","Texas","1994",6.5,33352,3976.45,7258.39,1095,117.74,5656488,3492,427.09,25500,2737.13,63439,0.0112152628981092,0.00589623808978292,0.000617344189539516,0.00450809760402568,0.000193583014761103
"1000","Texas","1995",6.1,33644,4091.79,6987.58,934,100.5,5642874,3383,420.44,22364,2374.86,60325,0.0106904743930132,0.00596221003694217,0.000599517196379008,0.00396322866681057,0.000165518492881464
"1001","Texas","1996",5.7,34150,3944.91,6718.97,750,79.21,5763526,3369,399.61,21629,2295.25,59898,0.0103925964765319,0.00592519232150597,0.000584538006768773,0.00375273747355352,0.000130128674703645
"1002","Texas","1997",5.3,31504,3619.01,6096.94,708,73.31,5857649,3052,358.25,20087,2046.38,55351,0.00944935416922386,0.00537826694634656,0.000521028146275067,0.00342919147255153,0.000120867604050704
"1003","Texas","1998",4.9,31796,3438.63,5758.07,721,70.95,5973172,3003,351.34,19152,1897.17,54672,0.00915292578214724,0.00532313484359734,0.00050274795368357,0.0032063365997162,0.000120706385150135
"1004","Texas","1999",4.7,33044,3500.87,5825.03,641,62.25,6027906,2783,311.5,20091,1950.4,56559,0.00938286031666718,0.00548183730801376,0.00046168603160036,0.00333299822525434,0.000106338751798718
"1005","Texas","2000",4.3,34699,3504.73,5753.84,673,62.66,6374744,2890,315.39,20646,1871.05,58908,0.00924084167144594,0.00544319897395095,0.00045335153850884,0.00323871829206004,0.000105572866926107
"1006","Texas","2001",5,36084,3496.28,6016.41,735,65.63,6519408,3051,322.95,24431,2131.54,64301,0.0098630121017123,0.00553485837977927,0.000467987277372424,0.00374742614666853,0.000112740297892079
"1007","Texas","2002",6.4,36107,3398.09,5931.92,658,56.25,6658472,2962,311.41,25558,2166.19,65285,0.00980480206269546,0.005422715602018,0.000444846805693559,0.00383841818363132,9.88214713525866e-05
"1008","Texas","2003",6.7,32010,2969.4,5378.38,703,58.96,6684607,2761,290.38,24900,2059.67,60374,0.00903179498809728,0.00478861360136804,0.000413038492764047,0.00372497590359463,0.000105166990370563
"1009","Texas","2004",5.9,32235,2939.17,5328.8,717,59.39,6740329,3165,329.1,23828,2001.14,59945,0.00889348279586946,0.00478240750562769,0.000469561648993692,0.00353513901176041,0.00010637462948767
"1010","Texas","2005",5.4,31910,2929.71,5276.5,746,62.02,6806118,3129,329.96,23941,1954.8,59726,0.00877534006903789,0.00468842885180657,0.000459733433948691,0.0035175705152335,0.000109607268049129
