"","State","Report_year","unemployment_rate","Assaults","Assaults_percapita","Crimes_percapita","Homicides","Homicides_Percapita","Population","Rapes","Rapes_percapita","Robberies","Robberies_percapita","Violent_crimes","total_crime_rate","assault_rate","rape_rate","robbery_rate","homicide_rate"
"244","Hawaii","2007",2.8,1425,157.3,288.44,19,2.1,905903,226,24.95,943,104.1,2613,0.00288441477729956,0.00157301609554224,0.000249474833398278,0.00104095030041848,2.09735479405632e-05
"245","Hawaii","2008",4.3,1426,157.33,284.11,18,1.99,906349,203,22.4,928,102.39,2575,0.00284106894805423,0.00157334536696129,0.000223975532603887,0.00102388814904634,1.98598994427092e-05
"246","Hawaii","2009",7.2,1411,155.55,279.68,14,1.54,907124,243,26.79,869,95.8,2537,0.00279675105057302,0.00155546540495015,0.000267879584268523,0.000957972669668094,1.54333916862524e-05
"247","Hawaii","2010",6.9,1420,148.96,267.28,19,1.99,953297,218,22.87,891,93.47,2548,0.00267282913929237,0.00148956725973123,0.000228680044099583,0.000934651005929946,1.9930829531615e-05
"248","Hawaii","2011",6.8,1332,138.25,245.99,14,1.45,963465,203,21.07,821,85.21,2370,0.00245987140165963,0.00138251000295807,0.000210697845796163,0.000852132666988422,1.45308859169767e-05
"249","Hawaii","2012",6,1246,127.68,239.37,11,1.13,975875,165,16.91,914,93.66,2336,0.0023937491994364,0.00127680286921993,0.000169079031638273,0.000936595363135647,1.12719354425516e-05
"250","Hawaii","2013",4.9,1294,131.41,231.14,18,1.83,984683,221,22.44,743,75.46,2276,0.00231140377156912,0.00131412850633148,0.000224437712441466,0.000754557558117689,1.82799946784904e-05
"251","Hawaii","2014",4.4,1166,117.3,228.66,19,1.91,994034,320,32.19,768,77.26,2273,0.00228664210680922,0.0011729981067046,0.000321920578169358,0.00077260938760646,1.91140343288057e-05
"252","Hawaii","2015",3.6,1208,120.88,243.87,15,1.5,999307,318,31.82,896,89.66,2437,0.00243869001217844,0.00120883772454311,0.00031822052682509,0.000896621358601511,1.50104022087306e-05
"253","Illinois","1980",8.2,10205,341.71,959.61,863,28.9,2986419,1329,44.5,16261,544.5,28658,0.00959610824870857,0.00341713604152666,0.000445014581008224,0.00544498277033464,0.00028897485583905
"254","Illinois","1981",8.5,7359,244.27,850.03,877,29.11,3012703,1255,41.66,16118,535,25609,0.0085003400600723,0.00244265697614401,0.000416569439470137,0.00535001292858938,0.000291100715868773
"255","Illinois","1982",11.4,8317,276.23,876.96,668,22.19,3010862,1112,36.93,16307,541.61,26404,0.008769581601548,0.00276233185048003,0.000369329447845833,0.0054160569298759,0.000221863373346238
"256","Illinois","1983",11.8,13330,441.21,1316.56,729,24.13,3021203,2246,74.34,23471,776.88,39776,0.0131656164779394,0.00441214972975997,0.000743412475096841,0.00776875966295545,0.000241294610127158
"257","Illinois","1984",9,28420,943.39,2010.91,741,24.6,3012524,2883,95.7,28535,947.21,60579,0.0201090514133663,0.00943394973782781,0.000957004823861984,0.00947212370756216,0.000245973144114371
"258","Illinois","1985",9.1,29096,970.24,2001.14,666,22.21,2998841,3357,111.94,26892,896.75,60011,0.0200113977366589,0.00970241503300775,0.00111943247407915,0.00896746443042495,0.00022208579914707
"259","Illinois","1986",8.3,33529,1116.48,2294.59,754,25.11,3003105,3708,123.47,30918,1029.53,68909,0.0229459176419073,0.0111647777883224,0.00123472206266514,0.0102953443186302,0.000251073472289514
"260","Illinois","1987",7.4,34172,1132.15,2265.09,689,22.83,3018338,3692,122.32,29815,987.8,68368,0.0226508760781596,0.0113214623411957,0.00122318971566471,0.00987795270112227,0.000228271320176866
"261","Illinois","1988",6.7,35988,1201.96,2315.15,660,22.04,2994100,3695,123.41,28975,967.74,69318,0.0231515313449785,0.0120196386226245,0.0012340937176447,0.00967736548545473,0.000220433519254534
"262","Illinois","1989",6,37615,1258.76,2462.64,742,24.83,2988260,3645,121.98,31588,1057.07,73590,0.0246263711992932,0.0125875927797447,0.00121977337982639,0.0105707000060236,0.00024830503369854
"263","Illinois","1990",6.1,41114,1476.94,2971.84,851,30.57,2783726,3607,129.57,37156,1334.76,82728,0.0297184421167888,0.0147694133689882,0.00129574534275284,0.013347578030309,0.000305705374738749
"264","Illinois","1991",7.3,42237,1502.31,3219.66,925,32.9,2811478,3575,127.16,43783,1557.29,90520,0.0321965884136387,0.0150230590458115,0.00127157317254483,0.0155729477520365,0.000329008443245866
"265","Illinois","1992",7.9,41080,1450.1,2973.7,960,33.89,2832901,3754,132.51,38448,1357.2,84242,0.0297370081058251,0.014501036216938,0.00132514337776011,0.0135719532733406,0.000338875237786283
"266","Illinois","1993",7.4,39753,1425.35,2839.12,862,30.91,2788996,3379,121.15,35189,1261.71,79183,0.0283912203531307,0.0142535163191342,0.00121154709436657,0.0126170851446184,0.000309071795011538
"267","Illinois","1994",5.8,40380,1440.86,2793.62,938,33.47,2802494,3048,108.76,33925,1210.53,78291,0.027936188266594,0.0144085946303542,0.00108760268532243,0.0121052890746599,0.000334701876257362
"268","Illinois","1995",5.2,39205,1425.73,2655.13,824,29.97,2749811,2896,105.32,30086,1094.11,73011,0.0265512793424712,0.0142573435046991,0.00105316329013158,0.0109411155893987,0.000299656958241857
"269","Illinois","1996",5.3,37097,1346.96,2450.8,789,28.65,2754118,2752,99.92,26860,975.27,67498,0.0245080276153745,0.0134696479962006,0.000999230969769632,0.00975266854942308,0.000286480099981192
"270","Illinois","1997",4.8,36519,1320.35,2354.07,757,27.37,2765852,2545,92.02,25289,914.33,65110,0.0235406666734156,0.0132035264359771,0.000920150463582289,0.00914329472437426,0.00027369504948204
"271","Illinois","1998",4.4,36110,1312.65,2265.32,703,25.56,2750917,2387,86.77,23117,840.34,62317,0.022653173469065,0.0131265319891513,0.000867710657936972,0.00840337967303267,0.000255551148944152
"272","Illinois","1999",4.4,28027,993.5,1820.15,641,22.72,2821032,2469,87.52,20210,716.4,51347,0.0182014950557101,0.00993501668892802,0.000875211624682031,0.00716404493107487,0.000227221811025185
"273","Illinois","2000",4.3,26545,916.6,1675.47,631,21.79,2896016,2001,69.09,19345,667.99,48522,0.01675474168651,0.00916604051911315,0.000690949221275021,0.00667986640957785,0.000217885536543997
"274","Illinois","2001",5.3,25533,877.21,1601.26,666,22.88,2910709,1976,67.89,18433,633.28,46608,0.0160125934952618,0.00877208954931599,0.000678872398443128,0.00633282131604362,0.000228810231459071
"275","Illinois","2002",6.5,24842,845.46,1565.02,648,22.05,2938299,1963,66.81,18532,630.71,45985,0.0156502112276525,0.00845455142584196,0.000668073603128885,0.0063070504397272,0.000220535758954415
"276","Illinois","2003",6.8,19784,682.59,1362.25,598,20.63,2898374,1799,62.07,17302,596.96,39483,0.0136224655617253,0.00682589617488978,0.000620692843642677,0.00596955396370517,0.000206322579487671
"277","Illinois","2004",6.2,18746,650.28,1278.75,448,15.54,2882746,1757,60.95,15912,551.97,36863,0.0127874602895989,0.00650282751237882,0.000609488314267022,0.00551973708401642,0.000155407378936611
"278","Illinois","2005",5.7,17943,624.44,1254.59,448,15.59,2873441,1695,58.99,15964,555.57,36050,0.012545933603648,0.00624442958807924,0.000589885088992605,0.00555570829538522,0.000155910631190966
"279","Illinois","2006",4.5,17445,610.44,1237.42,468,16.38,2857796,1587,55.53,15863,555.08,35363,0.0123742212530216,0.00610435454455112,0.00055532305315005,0.0055507810914425,0.000163762563877898
"280","Illinois","2007",5,17424,616.9,1236.92,443,15.68,2824434,1644,58.21,15425,546.13,34936,0.0123692038829727,0.00616902359906445,0.000582063521399332,0.0054612711785795,0.000156845583929382
"281","Illinois","2008",6.3,17032,601.99,1264.94,510,18.03,2829304,1594,56.34,16653,588.59,35789,0.012649400700667,0.00601985505976028,0.000563389441360844,0.00588589985381564,0.000180256345730257
"282","Illinois","2009",10.2,15727,552.13,1176.12,458,16.08,2848431,1439,50.52,15877,557.39,33501,0.0117612116986509,0.00552128522684945,0.000505190401312161,0.00557394579682639,0.000160790273662939
"283","Illinois","2010",10.4,13757,510.35,1104.54,432,16.03,2695598,1372,50.9,14213,527.27,29774,0.0110454155256088,0.0051035057898099,0.000508977970750832,0.00527267047979706,0.000160261285250991
"284","Illinois","2011",9.7,12408,458.92,1045.71,431,15.94,2703713,1459,53.96,13975,516.88,28273,0.0104571010310636,0.00458924449451551,0.000539628281552073,0.00516881784420166,0.000159410410794341
"285","Illinois","2012",9,12272,453.11,1019.8,500,18.46,2708382,1372,50.66,13476,497.57,27620,0.0101979705964668,0.00453111857928461,0.000506575512612327,0.00497566443729134,0.000184612067278545
"286","Illinois","2013",9.1,12108,445.06,944.22,416,15.29,2720554,1338,49.18,11826,434.69,25688,0.00944219449420964,0.00445056411304462,0.00049181159425617,0.00434690875461395,0.000152910032294893
"287","Illinois","2014",7.1,12530,459.96,885.9,415,15.23,2724121,1388,50.95,9800,359.75,24133,0.00885900442748321,0.00459964884085545,0.000509522154118705,0.00359749071351823,0.000152342718990823
"288","Illinois","2015",5.9,13104,480.23,903.84,478,17.52,2728695,1432,52.48,9649,353.61,24663,0.00903838648144992,0.00480229560284312,0.000524792987123882,0.00353612257874185,0.000175175312741072
"289","Indiana","1980",9.6,1743,249.44,637.28,107,15.31,698753,410,58.68,2193,313.84,4453,0.006372781225984,0.00249444367322931,0.000586759555951817,0.00313844806390813,0.000153129932894742
"290","Indiana","1981",9.9,1880,407.09,982.85,65,14.07,461820,400,86.61,2194,475.08,4539,0.00982850461218657,0.00407085011476333,0.00086613832229007,0.00475076869776103,0.000140747477372136
"291","Indiana","1982",12,1892,408.94,938.28,69,14.91,462657,387,83.65,1993,430.77,4341,0.00938276087900972,0.00408942261761953,0.00083647280814945,0.00430772689054743,0.000149138562693313
"292","Indiana","1983",11.2,1886,406.94,893.07,56,12.08,463455,376,81.13,1821,392.92,4139,0.00893074840059984,0.00406943500447724,0.000811297752748379,0.00392918406317765,0.000120831580196567
"293","Indiana","1984",8.6,2151,456.09,925.74,49,10.39,471622,324,68.7,1842,390.57,4366,0.00925741377628694,0.00456085593971443,0.000686990852844015,0.00390567021894653,0.000103896764781965
"294","Indiana","1985",7.8,2422,513.51,979.95,59,12.51,471656,346,73.36,1795,380.57,4622,0.00979951490069033,0.00513509846159065,0.00073358549451295,0.00380573977644724,0.000125091168139492
"295","Indiana","1986",6.9,2235,474.93,915.23,63,13.39,470591,438,93.07,1571,333.84,4307,0.00915232123011277,0.0047493470975858,0.000930744531875875,0.0033383553871621,0.000133874213488996
"296","Indiana","1987",6.2,2720,568.21,949.04,57,11.91,478693,432,90.25,1334,278.68,4543,0.00949042496965696,0.00568213865671735,0.000902457316066874,0.00278675476766947,0.000119074229203268
"297","Indiana","1988",5.2,3670,759.54,1166.22,79,16.35,483187,422,87.34,1464,302.99,5635,0.0116621515065596,0.00759540302201839,0.00087336786792691,0.00302988284039099,0.000163497776223284
"298","Indiana","1989",4.9,3529,729.05,1210.4,41,8.47,484056,483,99.78,1806,373.1,5859,0.0121039714413208,0.0072904787875783,0.00099781843423075,0.00373097327581933,8.47009436924653e-05
"299","Indiana","1990",5.3,3983,823.7,1287.15,58,11.99,483549,541,111.88,1642,339.57,6224,0.0128714980281212,0.00823701424261037,0.0011188111235883,0.00339572618286875,0.000119946479053829
"300","Indiana","1991",6,4415,902.14,1445.06,95,19.41,489392,561,114.63,2001,408.87,7072,0.01445058358126,0.00902139797953379,0.00114632033216726,0.0040887468532383,0.000194118416320659
"301","Indiana","1992",6.6,4028,815.5,1379.55,88,17.82,493928,541,109.53,2157,436.7,6814,0.0137955329521712,0.0081550347419057,0.00109530133946648,0.00436703325180998,0.000178163618989002
"302","Indiana","1993",5.4,3657,968.17,1665.77,68,18,377723,517,136.87,2050,542.73,6292,0.0166577094855225,0.00968169796385182,0.00136872787730692,0.00542725754057868,0.000180026103785049
"303","Indiana","1994",4.9,3422,899.81,1700.49,108,28.4,380302,483,127,2454,645.28,6467,0.0170049066268387,0.00899811202675768,0.00127004328139216,0.00645276648558251,0.000283984833106321
"304","Indiana","1995",4.6,3158,844.45,1526.05,82,21.93,373973,381,101.88,2086,557.79,5707,0.0152604599797312,0.00844445989416348,0.00101879012655994,0.0055779427926615,0.000219267166346234
"305","Indiana","1996",4.1,4280,1136.69,1970.09,114,30.28,376531,424,112.61,2600,690.51,7418,0.0197009011210232,0.0113669259635993,0.00112606930106684,0.00690514194050423,0.000302763915852878
"306","Indiana","1997",3.5,4601,1217.15,2077.17,118,31.22,378014,383,101.32,2750,727.49,7852,0.0207717174496183,0.0121715068754067,0.00101318998767241,0.00727486283576799,0.000312157750771135
"307","Indiana","1998",3.1,5002,658.43,1135.2,143,18.82,759689,586,77.14,2893,380.81,8624,0.0113520137845882,0.00658427330131146,0.000771368283600263,0.00380813727722792,0.000188234922448528
"308","Indiana","1999",3,4579,603.24,1016.25,113,14.89,759066,424,55.86,2598,342.26,7714,0.0101624891643151,0.00603241351871906,0.000558581203742494,0.00342262728142217,0.000148867160431372
"309","Indiana","2000",3.1,3753,472.8,862.08,96,12.09,793778,443,55.81,2551,321.37,6843,0.00862079825845513,0.00472802219260297,0.000558090549246767,0.00321374490096727,0.000120940615638126
"310","Indiana","2001",4.2,4087,511.99,930.53,112,14.03,798251,442,55.37,2787,349.14,7428,0.00930534380790002,0.00511994347642534,0.000553710549689258,0.00349138303616281,0.000140306745622617
"311","Indiana","2002",5.2,4028,500.97,935.04,112,13.93,804034,441,54.85,2937,365.28,7518,0.00935035085580958,0.00500973839414751,0.000548484268078216,0.00365283060169097,0.00013929759189288
"312","Indiana","2003",5.3,3714,464.15,883.19,105,13.12,800167,420,52.49,2828,353.43,7067,0.00883190633955162,0.00464153108038697,0.000524890429122921,0.003534262222761,0.00013122260728073
"313","Indiana","2004",5.4,3716,464.16,882.73,109,13.61,800589,479,59.83,2763,345.12,7067,0.008827250936498,0.00464158263478514,0.000598309494634575,0.0034512090473389,0.000136149759739392
"314","Indiana","2005",5.5,4039,504.68,993.12,108,13.49,800304,527,65.85,3274,409.09,7948,0.00993122613406905,0.00504683220376257,0.000658499770087367,0.00409094544073252,0.000134948719486595
"315","Indiana","2006",5,3751,468.31,959.96,140,17.48,800969,549,68.54,3249,405.63,7689,0.0095996224572986,0.00468307762223007,0.000685419785285073,0.00405633676209691,0.00017478828768654
"316","Indiana","2007",4.6,5176,649.22,1234.34,114,14.3,797268,505,63.34,4046,507.48,9841,0.0123434027202898,0.00649217076315618,0.000633413105756157,0.00507483054631567,0.000142988305061786
"317","Indiana","2008",5.9,5123,633.78,1204.34,114,14.1,808329,475,58.76,4023,497.69,9735,0.0120433635314334,0.00633776593441532,0.000587632016171633,0.00497693389696522,0.000141031683881192
"318","Indiana","2009",10.3,5271,647.96,1199.67,99,12.17,813471,460,56.55,3929,482.99,9759,0.011996739896075,0.0064796409460202,0.000565478056378162,0.00482992018154304,0.000121700712133561
"319","Indiana","2010",10.4,5726,688.73,1160.23,92,11.07,831388,461,55.45,3367,404.99,9646,0.0116022843726395,0.00688727766097177,0.0005544944117548,0.00404985397912888,0.000110658320784038
"320","Indiana","2011",9.1,5267,632.27,1100.81,96,11.52,833024,435,52.22,3372,404.79,9170,0.011008086201598,0.00632274700368777,0.000522193838352797,0.00404790258143823,0.000115242778119238
"321","Indiana","2012",8.3,5967,711.5,1185.48,97,11.57,838650,436,51.99,3442,410.42,9942,0.0118547665891612,0.00711500626006081,0.000519883145531509,0.00410421510761343,0.000115662075955405
"322","Indiana","2013",7.7,5894,693.23,1232.5,129,15.17,850220,656,77.16,3800,446.94,10479,0.0123250452823975,0.00693232339864976,0.000771565006704147,0.00446943144127402,0.000151725435769566
"323","Indiana","2014",5.9,6251,728.35,1254.66,136,15.85,858238,573,66.76,3808,443.7,10768,0.0125466362477541,0.00728352741314181,0.000667646969721686,0.00443699766265302,0.000158464202237608
"324","Indiana","2015",4.8,6497,752.25,1287.98,148,17.14,863675,677,78.39,3802,440.21,11124,0.0128798448490462,0.00752250557211914,0.000783859669435841,0.00440211885257765,0.000171360754913596
"325","Kansas","1980",4.4,763,273.13,652.58,32,11.46,279352,202,72.31,826,295.68,1823,0.00652581689051806,0.00273132105730405,0.000723102036140783,0.00295684297946677,0.000114550817606461
"326","Kansas","1981",4.3,668,236.49,612.11,43,15.22,282465,202,71.51,816,288.89,1729,0.00612111235020268,0.00236489476572319,0.000715132848317491,0.00288885348627264,0.000152231249889367
"327","Kansas","1982",6.3,790,276.55,593.35,31,10.85,285665,197,68.96,677,236.99,1695,0.00593352353280941,0.00276547704479023,0.000689618959270474,0.0023699088092696,0.00010851871947911
"328","Kansas","1983",5.9,664,230.71,481.23,26,9.03,287807,161,55.94,534,185.54,1385,0.00481225265542534,0.00230710163408117,0.00055940265525161,0.0018554100490954,9.03383169971543e-05
"329","Kansas","1984",4.9,658,225.69,455.49,12,4.12,291555,207,71,451,154.69,1328,0.0045548867280616,0.0022568640565245,0.000709986108967433,0.00154687794755706,4.11586150126048e-05
"330","Kansas","1985",5.1,698,244.99,586.84,26,9.13,284915,249,87.39,699,245.34,1672,0.00586841689626731,0.00244985346506853,0.000873944860747942,0.00245336328378639,9.12552866644438e-05
"331","Kansas","1986",5.3,661,230.99,535.01,23,8.04,286163,261,91.21,586,204.78,1531,0.00535009767160674,0.00230987234548142,0.000912067597837596,0.0020477839552982,8.037377298952e-05
"332","Kansas","1987",4.8,711,244.58,538.7,24,8.26,290702,240,82.56,591,203.3,1566,0.00538695984203755,0.00244580360644234,0.000825587715254797,0.00203300974881494,8.25587715254797e-05
"333","Kansas","1988",4.5,774,264.4,565.36,15,5.12,292733,238,81.3,628,214.53,1655,0.00565361609384661,0.00264404764751497,0.000813027571199694,0.00214529964165297,5.12412334789723e-05
"334","Kansas","1989",4.2,1038,349.04,774.07,29,9.75,297391,265,89.11,970,326.17,2302,0.00774065119657286,0.00349035444919315,0.000891082783271854,0.00326169924442905,9.75147196788067e-05
"335","Kansas","1990",4.3,771,253.61,720.04,18,5.92,304011,321,105.59,1079,354.92,2189,0.00720039735404311,0.00253609244402341,0.00105588284634438,0.00354921367976817,5.92083839071613e-05
"336","Kansas","1991",4.4,960,313.38,872.24,24,7.83,306339,284,92.71,1404,458.32,2672,0.00872236313365259,0.00313378316179135,0.000927077518696607,0.00458315787411985,7.83445790447837e-05
"337","Kansas","1992",4.5,1130,364.57,888.52,29,9.36,309955,255,82.27,1340,432.32,2754,0.008885160749141,0.00364569050346018,0.000822700069364908,0.00432320820764305,9.35619686728719e-05
"338","Kansas","1993",5,1103,351.73,874.69,48,15.31,313597,265,84.5,1327,423.15,2743,0.00874689490014254,0.00351725303494613,0.000845033594071372,0.00423154558238759,0.000153062688737456
"339","Kansas","1994",4.9,1024,323.41,742.19,42,13.26,316629,224,70.75,1060,334.78,2350,0.00742193545126947,0.00323406889451061,0.000707452570674196,0.00334776662908325,0.000132647357001412
"340","Kansas","1995",4.4,1046,335.61,701.05,41,13.15,311675,203,65.13,895,287.16,2185,0.00701050774043475,0.00335605999839576,0.000651319483436272,0.00287158097377075,0.000131547284831956
"341","Kansas","1996",4.3,1298,415.09,758.54,24,7.67,312706,227,72.59,823,263.19,2372,0.00758539970451478,0.00415086375061559,0.000725921472565285,0.00263186507454286,7.67494067910433e-05
"342","Kansas","1997",3.8,1481,469.13,833.41,32,10.14,315690,228,72.22,890,281.92,2631,0.00833412524945358,0.00469131109632868,0.000722227501663024,0.00281922138807058,0.000101365263391302
"343","Kansas","1998",3.5,1177,357.56,665.29,31,9.42,329179,187,56.81,795,241.51,2190,0.0066529152831742,0.00357556223209865,0.000568079980800719,0.00241509938361803,9.41736866568037e-05
"344","Kansas","1999",3.3,1031,310.27,579.92,27,8.13,332286,169,50.86,700,210.66,1927,0.00579922115286229,0.00310274883684537,0.000508598014963014,0.00210661899688822,8.12553041656886e-05
"345","Kansas","2000",3.6,1279,371.5,604.44,31,9,344284,176,51.12,595,172.82,2081,0.00604442843698807,0.0037149562570436,0.000511205864925469,0.00172822437290144,9.00419421175541e-05
"346","Kansas","2001",4.2,1501,434.97,707.95,17,4.93,345081,183,53.03,742,215.02,2443,0.0070794972774508,0.00434970340296916,0.000530310274978918,0.00215021980346643,4.92637960362929e-05
"347","Kansas","2002",5.1,1344,386.43,680.85,20,5.75,347801,208,59.8,796,228.87,2368,0.00680849106241788,0.00386427871110204,0.00059804313386103,0.00228866506996817,5.75041474866375e-05
"348","Kansas","2003",5.5,1435,402.95,625.91,18,5.05,356123,220,61.78,556,156.13,2229,0.00625907341002968,0.00402950665921606,0.0006177640871272,0.00156125832928511,5.05443344013164e-05
"349","Kansas","2004",5.5,1990,558.71,810.55,29,8.14,356179,241,67.66,627,176.04,2887,0.00810547505608135,0.00558707840720537,0.000676626078460549,0.00176035083483305,8.14197355823898e-05
"350","Kansas","2005",5,1950,549.28,744.77,12,3.38,355011,186,52.39,496,139.71,2644,0.00744765655148714,0.00549278754742811,0.000523927427600835,0.00139713980693556,3.38017695226345e-05
"351","Kansas","2006",4.4,2534,709.07,930.4,26,7.28,357372,245,68.56,520,145.51,3325,0.00930403053400938,0.00709065063855031,0.000685560144611217,0.00145506642937891,7.27533214689455e-05
"352","Kansas","2007",4.2,2516,702.22,946.43,40,11.16,358294,278,77.59,557,155.46,3391,0.00946429468537011,0.00702216615405226,0.00077589912195013,0.00155458924793605,0.000111640161431673
"353","Kansas","2008",4.6,2303,635.13,854.1,30,8.27,362602,282,77.77,482,132.93,3097,0.00854104500250964,0.00635131631927016,0.000777712202359612,0.00132928114020331,8.27353406765545e-05
"354","Kansas","2009",6.9,2441,663.97,885.39,25,6.8,367635,262,71.27,527,143.35,3255,0.00885389040760537,0.0066397377833993,0.000712663375358712,0.0014334870183742,6.80022304731595e-05
"355","Kansas","2010",7.1,2290,598.9,794.52,16,4.18,382368,251,65.64,481,125.8,3038,0.00794522554188635,0.00598899489497029,0.00065643568499456,0.00125795045610511,4.18445058163863e-05
"356","Kansas","2011",6.5,2203,572.51,770.02,25,6.5,384796,245,63.67,490,127.34,2963,0.00770018399359661,0.0057251114876454,0.000636701005207954,0.00127340201041591,6.49694903273423e-05
"357","Kansas","2012",5.7,2135,552.52,749.46,23,5.95,386409,242,62.63,496,128.36,2896,0.00749464945174672,0.00552523362551079,0.000626279408605907,0.00128361399449806,5.95224231319664e-05
"358","Kansas","2013",5.3,2337,604.68,794.08,15,3.88,386486,250,64.69,467,120.83,3069,0.00794077922615567,0.00604679082812831,0.000646853961074916,0.00120832319928794,3.8811237664495e-05
"359","Kansas","2014",4.6,2179,562.33,758.47,21,5.42,387493,243,62.71,496,128,2939,0.00758465314212128,0.00562332738913993,0.000627108102597982,0.00128002312299835,5.41945273850108e-05
"360","Kansas","2015",4.2,2730,700.32,984.8,27,6.93,389824,349,89.53,733,188.03,3839,0.00984803398456739,0.00700316040059104,0.000895275816778854,0.00188033574125759,6.92620259399113e-05
"361","Kentucky","2003",6.1,1673,268.21,532.73,50,8.02,623771,145,23.25,1455,233.26,3323,0.00532727555465067,0.00268207403037333,0.000232457103648615,0.00233258679868093,8.01576219477982e-05
"362","Kentucky","2004",5.4,1522,243.64,525.05,66,10.57,624697,216,34.58,1476,236.27,3280,0.00525054546444116,0.0024363811575852,0.000345767628146125,0.00236274545899852,0.000105651219711316
"363","Kentucky","2005",5.9,1810,290.19,624.62,55,8.82,623735,209,33.51,1822,292.11,3896,0.00624624239460668,0.00290187339174489,0.000335078198273305,0.00292111233135867,8.81784732298171e-05
"364","Kentucky","2006",5.7,1873,299.19,612.76,50,7.99,626018,175,27.95,1738,277.63,3836,0.00612761933362938,0.00299192674971007,0.000279544677629078,0.00277627799839621,7.98699078940222e-05
"365","Kentucky","2007",5.4,2063,330.59,679.13,71,11.38,624030,194,31.09,1910,306.08,4238,0.00679134015992821,0.00330593080460875,0.000310882489623896,0.00306075028444145,0.000113776581254106
"366","Kentucky","2008",6.4,2253,357.8,683.84,71,11.28,629679,220,34.94,1762,279.83,4306,0.0068384049650695,0.00357801355928973,0.000349384368860959,0.00279825117242277,0.000112755864496037
"367","Kentucky","2009",10.3,1907,302.09,597.06,62,9.82,631260,230,36.44,1570,248.71,3769,0.00597059848556855,0.00302094224249913,0.000364350663751861,0.00248708931343662,9.82162658809365e-05
"368","Kentucky","2010",10.2,1850,280.06,565.26,52,7.87,660582,229,34.67,1603,242.66,3734,0.00565259119988132,0.00280056071767018,0.000346664002349443,0.0024266480164461,7.87184634155941e-05
"369","Kentucky","2011",9.4,2168,325.94,614.3,48,7.22,665152,227,34.13,1643,247.01,4086,0.0061429567978447,0.00325940536899836,0.000341275377658039,0.00247011209467911,7.21639565091889e-05
"370","Kentucky","2012",8.2,2350,352.75,598.77,62,9.31,666200,183,27.47,1394,209.25,3989,0.00598769138396878,0.00352746922845992,0.000274692284599219,0.00209246472530772,9.30651456019213e-05
"371","Kentucky","2013",8.1,2009,299.35,542.97,48,7.15,671120,160,23.84,1427,212.63,3644,0.00542972940755752,0.002993503397306,0.000238407438312075,0.00212629634044582,7.15222314936226e-05
"372","Kentucky","2014",6.5,2233,329.49,592.44,56,8.26,677710,194,28.63,1532,226.06,4015,0.00592436292809609,0.00329491965590002,0.000286258134010122,0.00226055392424488,8.26312139410662e-05
"373","Kentucky","2015",5.4,2469,362.79,631.84,81,11.9,680550,205,30.12,1545,227.02,4300,0.00631841892586878,0.00362794798324884,0.000301226948791419,0.00227022261406216,0.000119021379766365
"374","Louisiana","1980",6.9,2719,487.48,1465.14,218,39.08,557761,588,105.42,4647,833.15,8172,0.0146514367264832,0.00487484782908809,0.00105421497738279,0.00833152551003028,0.000390848409982053
"375","Louisiana","1981",8.4,2501,437.41,1420.32,217,37.95,571771,453,79.23,4950,865.73,8121,0.0142032387092035,0.00437412880331461,0.00079227522906898,0.00865731210572065,0.000379522571099269
"376","Louisiana","1982",10.3,2777,479.34,1485.14,233,40.22,579338,488,84.23,5106,881.35,8604,0.014851433877978,0.00479340212449382,0.000842340740638453,0.00881350783135234,0.00040218318149336
"377","Louisiana","1983",11.5,2752,466.83,1365.21,210,35.62,589508,536,90.92,4550,771.83,8048,0.0136520623977961,0.00466829966684082,0.000909232783948649,0.00771830068463872,0.000356229262367941
"378","Louisiana","1984",10.1,3213,557.74,1507.97,214,37.15,576071,555,96.34,4705,816.74,8687,0.0150797384350193,0.0055774375033633,0.000963422911411961,0.00816739603278068,0.000371481987463351
"379","Louisiana","1985",11.6,3477,619.38,1464.65,152,27.08,561364,451,80.34,4142,737.85,8222,0.0146464682452028,0.00619384214164072,0.000803400289295359,0.00737845675889441,0.000270769055372272
"380","Louisiana","1986",12.8,3347,593.52,1625.21,197,34.93,563927,456,80.86,5165,915.9,9165,0.0162521035524102,0.00593516536714859,0.000808615299497985,0.00915898689014713,0.000349335995616454
"381","Louisiana","1987",12.1,3328,605.6,1397.18,205,37.3,549536,359,65.33,3786,688.94,7678,0.013971787107669,0.0060560181680545,0.000653278402142899,0.00688944855296104,0.000373041984510569
"382","Louisiana","1988",10.8,3563,662.21,1658.41,228,42.38,538047,403,74.9,4729,878.92,8923,0.0165840530659961,0.0066220980694995,0.00074900519843062,0.00878919499597619,0.00042375480208978
"383","Louisiana","1989",8,4115,778.49,1930.23,251,47.48,528589,388,73.4,5449,1030.86,10203,0.0193023313008784,0.00778487634059733,0.000734029652527767,0.0103085762284119,0.000474849079341416
"384","Louisiana","1990",6.2,4514,908.36,2259.24,304,61.17,496938,361,72.64,6048,1217.05,11227,0.0225923555856063,0.00908362813872153,0.000726448772281452,0.0121705323400505,0.000611746334552801
"385","Louisiana","1991",7.3,4353,869.22,2190.33,345,68.89,500791,302,60.3,5969,1191.91,10969,0.021903348902037,0.00869224886229984,0.00060304598125765,0.0119191439143275,0.000688910144151952
