"","State","Report_year","gdp_percapita","Assaults","Assaults_percapita","Crimes_percapita","Homicides","Homicides_Percapita","Population","Rapes","Rapes_percapita","Robberies","Robberies_percapita","Violent_crimes","total_crime_rate","assault_rate","rape_rate","robbery_rate","homicide_rate"
"294","Minnesota","2011",50879,1715,444.84,965.42,32,8.3,385531,386,100.12,1589,412.16,3722,0.00965421717060366,0.00444841011488052,0.0010012165039906,0.00412158814725664,8.30024044759047e-05
"295","Minnesota","2012",51271,1711,438.45,992.21,39,9.99,390240,403,103.27,1719,440.5,3872,0.00992209922099221,0.00438448134481345,0.00103269782697827,0.0044049815498155,9.99384993849939e-05
"296","Minnesota","2013",52030,1761,444.47,1019.17,36,9.09,396206,385,97.17,1856,468.44,4038,0.0101916679707021,0.00444465757711897,0.00097171673321454,0.00468443183596412,9.08618244044765e-05
"297","Minnesota","2014",52899,1802,445.53,1011.96,31,7.66,404461,389,96.18,1871,462.59,4093,0.010119640707015,0.00445531213145396,0.000961773817500328,0.00462590954381263,7.66452142480981e-05
"298","Minnesota","2015",53562,2045,494.58,1062.93,47,11.37,413479,407,98.43,1896,458.55,4395,0.0106293185385473,0.00494583763625239,0.000984330522227247,0.00458548076202177,0.000113669618045898
"299","Missouri","1997",39677,10982,2676.86,4438.04,253,62.68,829291,642,151.89,6283,1546.62,18160,0.021898223904516,0.0132426373854292,0.000774155272395335,0.00757635136520232,0.000305079881489127
"300","Missouri","1998",40292,10256,2631.27,4438.59,243,61.87,791883,550,134.14,6161,1611.32,17210,0.0217330085378774,0.0129514082257101,0.000694547047985624,0.00778018975025351,0.000306863513928194
"301","Missouri","1999",41051,9385,2423.6,3982.17,247,64.49,784828,474,116.58,5271,1377.5,15377,0.0195928279826917,0.0119580341170295,0.000603953987370481,0.00671612123930339,0.000314718638988415
"302","Missouri","2000",41920,8969,2303.07,3905.55,237,61.2,789734,422,102.38,5489,1438.9,15117,0.0191418882813707,0.0113569885556403,0.000534357137973039,0.00695044154107586,0.000300101046681541
"303","Missouri","2001",41346,8548,2180.92,3781.47,251,65.43,794603,439,106.05,5507,1429.07,14745,0.0185564363587855,0.0107575732787316,0.000552477148966213,0.00693050491880851,0.000315881012279088
"304","Missouri","2002",41421,8094,2073.68,3476.74,194,49.98,800654,436,105.55,4829,1247.52,13553,0.0169274118408201,0.0101092356998154,0.000544554826429394,0.00603131939639345,0.000242301918181886
"305","Missouri","2003",42043,8354,2185.55,3561.15,156,40.14,786221,389,92.87,4676,1242.6,13575,0.017266137638145,0.010625511147629,0.00049477182624224,0.00594743717097356,0.00019841749330023
"306","Missouri","2004",42643,8162,2128.38,3519.66,202,53.65,781802,487,121.77,4555,1215.87,13406,0.0171475642170268,0.0104399835252404,0.000622919869736839,0.00582628338121417,0.000258377440835403
"307","Missouri","2005",42806,9066,2349.6,3864.67,257,65.99,793920,571,145.63,4965,1303.43,14859,0.0187159915356711,0.0114192865779927,0.000719216041918581,0.00625377871825877,0.000323710197501008
"308","Missouri","2006",42792,8986,2330.2,3924.41,241,62.18,795097,658,168.77,5191,1363.26,15076,0.018961208506635,0.0113017656965125,0.000827571981783355,0.00652876315719969,0.000303107671139496
"309","Missouri","2007",42561,9965,2512.99,4069.86,228,59.73,795922,722,177.54,5119,1319.6,16034,0.0201451901065682,0.0125200710622398,0.000907124064920934,0.00643153474837987,0.000286460231027664
"310","Missouri","2008",43118,8161,2065.08,3461.31,282,72.35,807658,485,121.46,4724,1202.41,13652,0.0169031941737716,0.0101045244398,0.000600501697500675,0.00584901034843956,0.00034915768803132
"311","Missouri","2009",42012,8196,2009.8,3370.48,243,60.89,839892,526,127.32,4691,1172.48,13656,0.0162592333299996,0.00975839750825106,0.000626270996747201,0.00558524191205536,0.00028932291294595
"312","Missouri","2010",42204,7377,1963.12,3170.66,246,67.28,779081,429,111.3,3796,1028.96,11848,0.0152076613343157,0.00946884855361638,0.000550648777213152,0.00487240736200729,0.000315756641478871
"313","Missouri","2011",41599,7026,1858.4,3060.53,221,58.66,781912,460,117.61,3798,1025.86,11505,0.0147139320025783,0.00898566590613777,0.000588301496843635,0.00485732409785244,0.000282640501744442
"314","Missouri","2012",41925,7450,1956.47,3045.44,218,58.09,782740,456,117.83,3426,913.07,11550,0.0147558576283312,0.00951784756113141,0.000582568924547104,0.00437693231468942,0.000278508827963308
"315","Missouri","2013",42591,6886,1793.05,2855.98,219,58.94,784077,725,188.74,3123,815.25,10953,0.013969291281341,0.00878230071791418,0.000924654083718818,0.00398302717717775,0.000279309302530236
"316","Missouri","2014",42545,7123,1856.84,2936.58,238,66.78,786991,691,175.54,3188,837.44,11240,0.0142822471921534,0.00905092942613067,0.000878027830051424,0.0040508722463154,0.000302417689655917
"317","Missouri","2015",43145,8052,2067.56,3234.4,297,82.32,790468,629,160.26,3493,924.26,12471,0.01577672973479,0.0101863706057677,0.000795731136491294,0.00441890120789203,0.000375726784638973
"318","Nebraska","1997",39369,3848,1093.97,1385.38,31,8.81,351745,176,50.04,818,232.55,4873,0.0138537861234701,0.0109397432799329,0.00050036247850005,0.00232554833757409,8.81320274630769e-05
"319","Nebraska","1998",39830,3692,1002.56,1314.57,28,7.6,368258,173,46.98,948,257.43,4841,0.0131456750430405,0.0100255798923581,0.000469779339484818,0.00257428216087634,7.60336503212422e-05
"320","Nebraska","1999",40474,3445,925.17,1238.84,34,9.13,372364,174,46.73,960,257.81,4613,0.0123884156363129,0.00925169994951177,0.000467284699917285,0.00257812248230226,9.13085045815385e-05
"321","Nebraska","2000",41761,2063,528.96,811.27,37,9.49,390007,189,48.46,875,224.35,3164,0.00811267490070691,0.00528964864733197,0.000484606686546652,0.00224354947475302,9.48700920752704e-05
"322","Nebraska","2001",42227,1658,424.63,693.55,25,6.4,390456,157,40.21,868,222.3,2708,0.00693548056631221,0.00424631712664167,0.00040209396193169,0.00222304177679431,6.40277009445366e-05
"323","Nebraska","2002",42746,1632,414.12,717.86,26,6.6,394090,173,43.9,998,253.24,2829,0.00717856327234896,0.00414118602349717,0.000438986018422188,0.00253241645309447,6.59747773351265e-05
"324","Nebraska","2003",44904,1517,377.65,653.98,35,8.71,401692,179,44.56,896,223.06,2627,0.00653983649164036,0.0037765252979895,0.000445615048345499,0.00223056471127132,8.7131434034036e-05
"325","Nebraska","2004",45488,1577,388.32,642.19,20,4.92,406109,187,46.05,824,202.9,2608,0.00642192120834554,0.00388319392084391,0.000460467509954224,0.00202901191552022,4.92478620271897e-05
"326","Nebraska","2005",46062,1415,343.34,564.63,31,7.52,412128,199,48.29,682,165.48,2327,0.00564630406087429,0.00343339933224629,0.000482859694075627,0.00165482568522401,7.5219349328364e-05
"327","Nebraska","2006",47056,1437,344.79,601.05,33,7.92,416770,187,44.87,848,203.47,2505,0.00601050939367037,0.0034479449096624,0.000448688725196151,0.00203469539554191,7.91803632699091e-05
"328","Nebraska","2007",47501,1529,354.09,597.02,42,9.73,431810,189,43.77,818,189.44,2578,0.00597021838308515,0.00354090919617424,0.000437692503647438,0.00189435168245293,9.72650008105417e-05
"329","Nebraska","2008",47770,1475,337.34,605.62,44,10.06,437238,180,41.17,949,217.04,2648,0.00605619822613771,0.00337344878532973,0.00041167510600634,0.00217044264222231,0.000100631692579328
"330","Nebraska","2009",47973,1249,281.92,533.36,30,6.77,443037,192,43.34,892,201.34,2363,0.00533364030543724,0.00281917763076222,0.000433372381990669,0.00201337585799832,6.7714434686042e-05
"331","Nebraska","2010",49569,1312,320.82,556.05,34,8.31,408958,205,50.13,723,176.79,2274,0.00556047320262716,0.00320815340450609,0.000501273969454076,0.00176790770690389,8.3138121763115e-05
"332","Nebraska","2011",51357,1350,327.19,559.61,43,10.42,412608,220,53.32,696,168.68,2309,0.00559611059407476,0.00327187063750582,0.000533193733519466,0.00168683108422522,0.000104215138824259
"333","Nebraska","2012",50624,1442,345,594.54,41,9.81,417970,187,44.74,815,194.99,2485,0.00594540278010384,0.00345000837380673,0.000447400531138598,0.00194990071057731,9.809316458119e-05
"334","Nebraska","2013",51531,1505,354.05,576.13,42,9.88,425076,184,43.29,718,168.91,2449,0.00576132268112055,0.00354054333813248,0.000432863770243439,0.00168910971214559,9.88058605990458e-05
"335","Nebraska","2014",52680,1523,347.35,560.59,32,7.3,438465,180,41.05,723,164.89,2458,0.00560592065501237,0.00347348134970864,0.00041052307481783,0.00164893435051829,7.29818799676143e-05
"336","Nebraska","2015",52773,1452,321.06,514.98,48,10.61,452252,174,38.47,655,144.83,2329,0.00514978374888337,0.00321059940033433,0.000384741250453287,0.00144830758072933,0.000106135517366424
"337","Nevada","1997",48066,4568,525.24,1040.82,146,16.79,869696,593,68.18,3745,430.61,9052,0.0104082346015159,0.00525241003753036,0.000681847450143498,0.00430610236220472,0.000167874751637354
"338","Nevada","1998",48073,3142,345.81,776.03,116,12.77,908596,501,55.14,3292,362.32,7051,0.00776032472077799,0.00345808258015664,0.000551400182259222,0.00362317245508455,0.000127669503277584
"339","Nevada","1999",49517,2371,257.03,664.86,109,11.82,922450,532,57.67,3121,338.34,6133,0.00664859884004553,0.00257032901512277,0.000576725025746653,0.00338338121307388,0.000118163586102228
"340","Nevada","2000",49607,2450,231.01,598.66,90,8.49,1060541,443,41.77,3366,317.39,6349,0.00598656723313856,0.00231014171069294,0.000417711337892642,0.00317385183599691,8.48623485560671e-05
"341","Nevada","2001",48733,3302,295.41,675.37,133,11.9,1117763,447,39.99,3667,328.07,7549,0.00675366781688068,0.00295411460211154,0.000399905883447564,0.00328065967472532,0.000118987656596255
"342","Nevada","2002",48489,4574,396.52,778.56,137,11.88,1153546,494,42.82,3776,327.34,8981,0.00778555861664814,0.00396516480487124,0.000428244734063488,0.00327338484984561,0.000118764227867809
"343","Nevada","2003",49271,4551,382.63,769.98,141,11.85,1189388,511,42.96,3955,332.52,9158,0.00769975819497086,0.0038263375786539,0.000429632718675487,0.00332523953495411,0.000118548362687365
"344","Nevada","2004",52310,5318,428.94,789.08,131,10.57,1239805,605,48.8,3729,300.77,9783,0.00789075701420788,0.00428938421767939,0.000487979964591206,0.00300773105448034,0.000105661777456939
"345","Nevada","2005",54790,5275,411.56,743.54,145,11.31,1281698,616,48.06,3494,272.61,9530,0.00743544891230227,0.00411563410413374,0.000480612437563295,0.00272607119617882,0.000113131174426425
"346","Nevada","2006",54797,6680,507.74,982.88,152,11.55,1315625,718,54.57,5381,409.01,12931,0.00982878859857482,0.00507743467933492,0.000545748218527316,0.00409007125890736,0.000115534441805226
"347","Nevada","2007",52818,7548,562.8,1017.11,119,8.87,1341156,723,53.91,5251,391.53,13641,0.010171076295375,0.00562798063759921,0.0005390871755411,0.00391527905776807,8.87294244666541e-05
"348","Nevada","2008",49286,7543,557.43,984.65,120,8.87,1353175,729,53.87,4932,364.48,13324,0.00984647218578528,0.00557429748554326,0.000538732979843701,0.00364476139449812,8.86803259001977e-05
"349","Nevada","2009",44774,7735,561.61,946.72,111,8.06,1377282,698,50.68,4495,326.37,13039,0.00946719698652854,0.00561613380556778,0.000506795267781035,0.0032636743963836,8.05935167961245e-05
"350","Nevada","2010",44586,7886,545.26,874.52,107,7.4,1446280,652,45.08,4003,276.78,12648,0.00874519456813342,0.00545260945321791,0.000450811737699477,0.00276779046934204,7.3982907873994e-05
"351","Nevada","2011",44548,6587,451.64,741.39,82,5.62,1458474,651,44.64,3493,239.5,10813,0.00741391344652013,0.00451636436439731,0.000446356945684325,0.00239496898813417,5.62231483043236e-05
"352","Nevada","2012",43345,7102,480.06,783.97,76,5.14,1479393,596,40.29,3824,258.48,11598,0.00783970182365335,0.00480061755057649,0.000402867932996844,0.00258484391909384,5.13724209861747e-05
"353","Nevada","2013",43054,6500,433.2,758.04,97,6.46,1500455,705,46.99,4072,271.38,11374,0.00758036728858913,0.0043320192874828,0.000469857476565442,0.00271384346748153,6.46470570593587e-05
"354","Nevada","2014",43216,7089,463.06,841.07,122,7.97,1530899,780,50.95,4885,319.09,12876,0.00841074427509587,0.00463061247018908,0.000509504546021651,0.0031909355221997,7.96917366854378e-05
"355","Nevada","2015",43126,8139,521.02,920.73,127,8.13,1562134,1107,70.86,5010,320.72,14383,0.00920727671249713,0.00521018043266455,0.000708645993237456,0.00320715124310719,8.12990434879466e-05
"356","New Jersey","1997",49643,3558,1346.35,2734.7,57,21.57,264270,170,64.33,3442,1302.46,7227,0.027347031445113,0.0134635032353275,0.000643281492413062,0.0130245582169751,0.000215688500397321
"357","New Jersey","1998",50347,2569,954.29,2093.94,60,22.29,269205,162,60.18,2846,1057.19,5637,0.0209394327742798,0.00954291339313906,0.000601771883880314,0.0105718690217492,0.000222878475511228
"358","New Jersey","1999",51571,2263,843.31,1813.69,69,25.71,268348,103,38.38,2432,906.29,4867,0.0181368968652645,0.00843307943416757,0.000383829952151684,0.00906285867604752,0.00025712880289773
"359","New Jersey","2000",53701,2016,736.99,1495.91,58,21.2,273546,95,34.73,1923,702.99,4092,0.0149590928034042,0.00736987563334869,0.000347290766452443,0.00702989625145314,0.000212030152149913
"360","New Jersey","2001",54000,1819,659.48,1391.11,90,32.63,275823,91,32.99,1837,666.01,3837,0.0139110951588519,0.00659480898982318,0.000329921725164326,0.00666006823216338,0.000326296211700982
"361","New Jersey","2002",54842,1473,527.45,1143.34,65,23.28,279269,88,31.51,1567,561.11,3193,0.0114334208236503,0.00527448445763762,0.000315108372214603,0.00561107749159413,0.000232750502203968
"362","New Jersey","2003",55897,1261,452.7,980.43,81,29.08,278551,85,30.52,1304,468.14,2731,0.00980430872622967,0.00452699864656742,0.000305150582837613,0.00468136894141468,0.000290790555409961
"363","New Jersey","2004",56261,1365,487.75,1024.45,84,30.02,279857,73,26.08,1345,480.6,2867,0.0102445177358437,0.00487749100433436,0.000260847504261105,0.00480602593467378,0.000300153292574422
"364","New Jersey","2005",56768,1391,494.91,1003.69,97,34.51,281063,83,29.53,1250,444.74,2821,0.0100368956426139,0.00494906835833959,0.000295307457758581,0.00444740147226778,0.00034511835424798
"365","New Jersey","2006",57666,1359,483.84,1010.76,105,37.38,280877,87,30.97,1288,458.56,2839,0.0101076271820049,0.00483841681590162,0.000309744122872289,0.00458563712941964,0.000373829113811384
"366","New Jersey","2007",57860,1147,409.41,862.01,104,37.12,280158,60,21.42,1104,394.06,2415,0.00862013578052385,0.00409411831894859,0.000214164864112394,0.00394063349966804,0.000371219097794816
"367","New Jersey","2008",57784,1155,412.81,950.72,67,23.95,279788,51,18.23,1387,495.73,2660,0.0095071983072898,0.00412812558079689,0.000182280869801421,0.00495732483165826,0.000239467025033239
"368","New Jersey","2009",55067,1130,404.72,930.15,80,28.65,279203,68,24.36,1319,472.42,2597,0.00930147598700587,0.00404723444948657,0.00024355039165052,0.00472416127333875,0.000286529872530023
"369","New Jersey","2010",55022,1112,401.24,1040.99,90,32.47,277140,79,28.51,1604,578.77,2885,0.0104099011330014,0.00401241249909793,0.000285054485097785,0.00578768853287147,0.000324745615934185
"370","New Jersey","2011",54292,1114,400.63,1166.28,94,33.81,278064,58,20.86,1977,710.99,3243,0.0116627826687381,0.00400627193739571,0.000208585073939812,0.00710987398584499,0.000338051671557627
"371","New Jersey","2012",55150,1093,391.89,1154.51,96,34.42,278906,55,19.72,1976,708.48,3220,0.0115451083877722,0.00391888306454504,0.00019719905631288,0.00708482427771364,0.000344201989200663
"372","New Jersey","2013",55761,926,332.8,1263.63,112,40.25,278246,45,16.17,2433,874.41,3516,0.0126363002522947,0.00332799033948377,0.000161727392307526,0.00874406101076026,0.000402521509743177
"373","New Jersey","2014",55679,944,338.22,1078.07,94,33.68,279110,49,17.56,1922,688.62,3009,0.0107806957830246,0.00338217906918419,0.000175558023718247,0.00688617390992799,0.000336784780194189
"374","New Jersey","2015",56663,1068,382.64,1100.64,107,38.34,279110,104,37.26,1793,642.4,3072,0.0110064132420909,0.00382644835369568,0.000372612948299953,0.00642399054136362,0.000383361398731683
"375","New Mexico","1997",36297,3629,841.94,1317.09,49,11.37,431027,270,62.64,1729,401.13,5677,0.0131708686462797,0.00841942616123816,0.000626410874492781,0.0040113496370297,0.00011368197351906
"376","New Mexico","1998",35684,3614,855.55,1316.95,37,8.76,422417,219,51.84,1693,400.79,5563,0.013169451040086,0.00855552688457141,0.000518445043641709,0.00400788794011605,8.75911717568185e-05
"377","New Mexico","1999",37395,3320,790.16,1250.69,48,11.42,420169,220,52.36,1667,396.75,5255,0.0125068722347436,0.00790158245848694,0.000523598837610581,0.00396745119225835,0.000114239746387763
"378","New Mexico","2000",37773,3317,739.4,1144.88,33,7.36,448607,239,53.28,1547,344.85,5136,0.0114487736482043,0.00739399964779863,0.000532760300218231,0.00344845265455064,7.35610456368269e-05
"379","New Mexico","2001",37915,3396,752.83,1165.82,34,7.54,451098,219,48.55,1610,356.91,5259,0.0116582206083822,0.00752829762047271,0.000485482090366173,0.00356906924881068,7.53716487326479e-05
"380","New Mexico","2002",38421,3250,710.4,1068.66,51,11.15,457488,293,64.05,1295,283.07,4889,0.0106866191025776,0.00710401147133914,0.000640453957262267,0.00283067534011821,0.000111478333857937
"381","New Mexico","2003",39578,3045,649.58,946.96,51,10.88,468764,263,56.1,1080,230.39,4439,0.00946958384176259,0.00649580599192771,0.000561049909976022,0.00230393118925515,0.000108796750603715
"382","New Mexico","2004",41558,3206,669.21,985.23,41,8.56,479074,235,49.05,1238,258.42,4720,0.00985234013951916,0.00669207679815644,0.000490529646776907,0.00258415192642473,8.55817681610774e-05
"383","New Mexico","2005",41193,3182,648.55,951.84,53,10.8,490631,285,58.09,1150,234.39,4670,0.00951835493476768,0.00648552578210509,0.000580884615933359,0.00234392038008198,0.000108024156647256
"384","New Mexico","2006",41206,3059,610.63,908.27,34,6.79,500955,286,57.09,1171,233.75,4550,0.00908265213442325,0.00610633689652763,0.000570909562735176,0.00233753530756256,6.7870367597888e-05
"385","New Mexico","2007",40694,3287,640.59,990.01,47,9.16,513124,307,59.83,1439,280.44,5080,0.00990014109649909,0.00640585901263632,0.000598295928469532,0.0028043903617839,9.1595793609342e-05
"386","New Mexico","2008",41207,2960,561.18,894.47,38,7.2,527464,370,70.15,1350,255.94,4718,0.00894468627242807,0.00561175739007781,0.000701469673759726,0.00255941637723143,7.2042831359107e-05
"387","New Mexico","2009",40670,2597,489.41,769.27,56,10.55,530636,326,61.44,1103,207.86,4082,0.00769265560572596,0.00489412704754295,0.000614357111089334,0.00207863771021943,0.000105533736874241
"388","New Mexico","2010",40297,2971,544.29,786.11,42,7.69,545852,338,61.92,940,172.21,4291,0.0078611052080051,0.00544286729736266,0.000619215464997838,0.00172207851212417,7.69439335204414e-05
"389","New Mexico","2011",40158,2910,527.21,762.74,38,6.88,551961,264,47.83,998,180.81,4210,0.00762735048309573,0.00527211161658161,0.000478294662122867,0.00180809876060084,6.88454437904127e-05
"390","New Mexico","2012",40075,2740,494.87,749.71,41,7.4,553684,278,50.21,1092,197.22,4151,0.00749705608253083,0.0049486710831449,0.000502091445662147,0.0019722440959103,7.40494578134821e-05
"391","New Mexico","2013",39802,2803,502.18,774.86,37,6.63,558165,439,78.65,1046,187.4,4325,0.00774860480323919,0.00502181254646923,0.000786505782340347,0.00187399783218224,6.62886422473641e-05
"392","New Mexico","2014",40813,3121,558.44,882.85,30,5.37,558874,402,71.93,1381,247.1,4934,0.00882846580803544,0.00558444300504228,0.000719303456593078,0.00247103998396776,5.36793624323193e-05
"393","New Mexico","2015",41529,3273,584.76,965.84,43,7.68,559721,404,72.18,1686,301.22,5406,0.00965838337314483,0.00584755619317481,0.000721788176609418,0.00301221501426604,7.68239890945668e-05
"394","New York","1997",49045,48668,1280.29,2881.51,861,29.13,9873365,2483,111.94,48548,1460.16,100560,0.0101849774620912,0.00492922119257214,0.000251484676197021,0.00491706728151952,8.72043118025111e-05
"395","New York","1998",50064,47406,1265.61,2631.9,715,24.96,9916278,2434,108.21,42626,1233.12,93181,0.00939677165162171,0.00478062434312552,0.000245454998337078,0.00429858864384399,7.21036663151235e-05
"396","New York","1999",52368,43657,1203.85,2446.49,733,22.82,9995175,2081,99.14,39200,1120.68,85671,0.00857123562118722,0.00436780746710288,0.000208200456720368,0.00392189231304104,7.33353843229358e-05
"397","New York","2000",53827,44740,1325.07,2523.43,756,25.52,10613565,1991,96.52,35717,1076.32,83204,0.00783940174672695,0.00421536024888904,0.000187590126408987,0.00336522177044188,7.12296009870388e-05
"398","New York","2001",55375,42137,1303.44,2498.63,734,33.12,10630559,1992,117.11,31515,1044.96,76378,0.00718475858136905,0.00396376145412485,0.00018738431346837,0.00296456658582112,6.90462279547106e-05
"399","New York","2002",55039,38591,1268.1,2425.78,663,24.66,10712275,2109,103.43,30512,1029.58,71875,0.00670959250019254,0.00360250273634685,0.000196876947240432,0.00284832120161217,6.18916149930804e-05
"400","New York","2003",54756,35469,1266.29,2449.69,706,33.53,10744182,2013,108.1,29375,1041.77,67563,0.00628833353716458,0.0033012285160471,0.000187357213420249,0.00273403782623935,6.57099814578718e-05
"401","New York","2004",56259,33608,1270.3,2360.06,659,27.98,10748240,1826,107.52,27427,954.26,63520,0.00590980476803644,0.0031268375101412,0.000169888279383415,0.00255176661481322,6.13123636986148e-05
"402","New York","2005",58502,32148,1242.86,2420.1,639,30.07,10763604,1754,95.84,28259,1051.35,62800,0.00583447700231261,0.00298673195334945,0.000162956571051852,0.00262542174535592,5.93667325553783e-05
"403","New York","2006",59961,31099,1226.34,2410.81,721,37.83,10805647,1405,88.78,27112,1057.86,60337,0.00558383963496124,0.00287803219927506,0.000130024606578394,0.00250905845804513,6.6724371062649e-05
"404","New York","2007",60018,31054,1138.08,2215.8,592,29.25,10833273,1199,84.22,24942,964.24,57787,0.00533421432285515,0.00286653904134051,0.000110677539465681,0.00230235128386407,5.46464581848902e-05
"405","New York","2008",58532,28725,1182.27,2264.16,613,24.14,11045419,1213,87.15,25363,970.61,55914,0.00506218913017243,0.00260062565304222,0.000109819283451357,0.00229624607269312,5.54981209857227e-05
"406","New York","2009",59481,30547,1255.2,2333.94,581,32.01,11077220,1109,73.97,21947,972.75,54184,0.00489147999227243,0.00275764135766916,0.000100115371907392,0.00198127327975792,5.24499829379574e-05
"407","New York","2010",61267,31081,1222.99,2265.26,656,32.79,10819503,1318,83.54,22560,925.94,55615,0.00514025459394946,0.00287268278404285,0.000121817055737218,0.0020851235033624,6.06312508069918e-05
"408","New York","2011",61173,33198,1129.32,2139.18,590,23.04,10868031,1299,66.71,22693,920.1,57780,0.00531651041481203,0.00305464715733696,0.000119524870696449,0.00208805072418362,5.4287662595e-05
"409","New York","2012",62828,34926,1224.68,2217.48,502,26.19,10954585,1398,75.02,22993,891.59,59819,0.00546063588899077,0.00318825405070114,0.000127617796566461,0.00209893848101046,4.58255607127061e-05
"410","New York","2013",62605,35065,1177.94,2130.32,421,25.29,11054215,1322,74.97,21818,852.1,58626,0.00530349735372435,0.00317209317893672,0.000119592390775826,0.00197372676395384,3.80850200579598e-05
"411","New York","2014",62944,34662,1142.71,2067.27,428,29.88,11134985,2577,110.77,18975,783.93,56642,0.00508685013944788,0.00311289148570923,0.000231432732060259,0.00170408851022251,3.84374114558753e-05
"412","New York","2015",63390,33763,1123.64,1953.41,430,23.03,11211585,2564,105.57,19211,701.19,55968,0.00499197927857658,0.00301143861461158,0.000228692018122326,0.00171349546027613,3.83531855665368e-05
"413","North Carolina","1997",39330,7449,1640.39,2538.28,82,19.75,810596,447,102.42,3443,775.72,11421,0.0140896328133867,0.00918953461403708,0.000551446096452487,0.00424749196887229,0.000101160134024841
"414","North Carolina","1998",40363,7011,1444.41,2280.9,93,21.89,849162,437,96.76,3202,717.85,10743,0.012651296219096,0.00825637510863651,0.000514625006771382,0.00377077636540495,0.000109519738283154
"415","North Carolina","1999",41811,6459,1322.18,2117.5,100,19.97,867939,354,78.29,3256,697.06,10169,0.0117162611658193,0.00744176722096829,0.000407862764549122,0.00375141571009023,0.000115215470211616
"416","North Carolina","2000",42193,5647,1138.15,1943.14,101,21.4,901903,397,81.46,3420,702.14,9565,0.0106053533473112,0.00626120547331587,0.000440180374164406,0.00379198206459009,0.000111985435240819
"417","North Carolina","2001",42388,5702,1151.04,2000.47,76,13.93,917250,384,78.45,3800,757.06,9962,0.0108607249931862,0.00621640774052875,0.000418642681929681,0.0041428182065958,8.2856364131916e-05
"418","North Carolina","2002",42443,5478,1070.86,1861.17,86,17.02,932247,395,81.82,3590,691.46,9549,0.0102429935414112,0.00587612510418376,0.000423707450922341,0.00385091075648406,9.22502298210667e-05
"419","North Carolina","2003",42871,5295,993.19,1723.06,80,14.39,978160,387,71.93,3436,643.56,9198,0.00940336959188681,0.00541322483029361,0.000395640794961969,0.00351271775578637,8.17862108448516e-05
"420","North Carolina","2004",43866,5209,961.14,1679.22,75,13.88,983733,411,77.9,3447,626.3,9142,0.00929317202940229,0.00529513597693683,0.000417796292286627,0.00350399956085645,7.62401993223771e-05
"421","North Carolina","2005",45042,5057,928.05,1788.89,104,18.27,1009206,411,74.2,4411,768.36,9983,0.00989193484779123,0.00501086993141143,0.000407250848686988,0.0043707627580494,0.000103051309643423
"422","North Carolina","2006",46408,5221,937.42,1715.09,102,17.32,1047743,443,77.32,3989,683.03,9755,0.00931048930892404,0.0049830922277696,0.000422813609826074,0.00380723135349031,9.73521178380576e-05
"423","North Carolina","2007",45440,4825,813.19,1557.86,99,16.62,1100411,381,65.43,4026,662.61,9331,0.00847955900113685,0.00438472534353074,0.000346234270649784,0.00365863300166938,8.99663852869519e-05
"424","North Carolina","2008",45567,4822,772.43,1509.39,117,19.69,1147430,367,60.29,4009,657,9315,0.00811814228318939,0.00420243500692853,0.000319845219316211,0.0034938950524215,0.000101967004523152
"425","North Carolina","2009",43160,3974,635.31,1216.13,72,10.91,1183713,402,63.34,3178,506.58,7626,0.00644244001713253,0.00335723270759044,0.00033960934787402,0.00268477240682496,6.08255548431081e-05
"426","North Carolina","2010",43140,3780,602.3,1058.23,75,11.3,1183433,338,55.17,2438,389.46,6631,0.00560319004117681,0.003194097173224,0.000285609747235374,0.00206010817680426,6.33749439131746e-05
"427","North Carolina","2011",43223,3801,587.5,1027.85,73,11.25,1198492,345,58.66,2292,370.44,6511,0.00543266037653985,0.00317148550011181,0.000287861746261135,0.0019124032534218,6.09098767451097e-05
"428","North Carolina","2012",42655,4150,625.65,1071.07,69,10.47,1229098,336,54.45,2463,380.5,7018,0.00570987830099797,0.003376459810365,0.000273371203923528,0.00200390855733229,5.6138729377153e-05
"429","North Carolina","2013",42848,3986,588.1,1000.33,71,9.84,1266631,309,45.88,2410,356.52,6776,0.00534962431836896,0.00314693071620701,0.000243954237658797,0.00190268515455567,5.60542099474906e-05
"430","North Carolina","2014",43260,4164,592.12,984.44,63,9.13,1295279,292,43.22,2265,339.97,6784,0.00523748165453157,0.00321475141649019,0.000225434057064154,0.00174865801113119,4.86381698460332e-05
"431","North Carolina","2015",43680,4597,623.38,1059.92,78,10.83,1316180,324,49.25,2625,376.47,7624,0.00579252077983255,0.00349268337157532,0.000246166937652905,0.00199440805968788,5.926241091644e-05
"432","Ohio","1997",39635,4795,869.97,2392.17,161,28.6,1137962,1334,236.99,6941,1256.61,13231,0.0116269260309219,0.00421367321580158,0.00117227113031894,0.00609950068631466,0.000141480998486768
"433","Ohio","1998",41267,4500,804.97,2124.74,159,28.15,1156743,1244,217.26,5979,1074.37,11882,0.0102719445892476,0.00389023318057684,0.00107543335036391,0.0051688231525931,0.000137454905713715
"434","Ohio","1999",42013,5454,1085.32,2807.31,177,34.5,1509119,1393,270.08,7273,1417.41,14297,0.00947373931412963,0.00361402911234966,0.000923055106986262,0.00481936812140063,0.000117286973393086
