"","State","Report_year","gdp_percapita","Assaults","Assaults_percapita","Crimes_percapita","Homicides","Homicides_Percapita","Population","Rapes","Rapes_percapita","Robberies","Robberies_percapita","Violent_crimes","total_crime_rate","assault_rate","rape_rate","robbery_rate","homicide_rate"
"575","Virginia","2008",51985,733,129.38,314.68,32,5.07,1408305,135,23.17,872,157.05,1772,0.00125825016597967,0.000520483844053667,9.58599167083835e-05,0.000619184054590447,2.27223506271724e-05
"576","Virginia","2009",51389,631,110.38,276.87,32,5.68,1422821,164,25.06,774,135.75,1601,0.00112522938584685,0.00044348516081784,0.00011526397206676,0.000543989721827271,2.24905311349776e-05
"577","Virginia","2010",51945,773,118.49,282.85,37,5.41,1480741,180,24.28,812,134.68,1802,0.00121695826616539,0.000522035926607016,0.00012156075910642,0.000548374091080074,2.49874893718753e-05
"578","Virginia","2011",51749,675,101.92,263.88,26,4.42,1498430,165,24.15,836,133.4,1702,0.0011358555287868,0.000450471493496526,0.000110115253965818,0.000557917286760142,1.73514945643106e-05
"579","Virginia","2012",51538,730,113.1,247.77,37,6.18,1520311,172,23.45,670,105.03,1609,0.00105833609044465,0.000480164913626225,0.000113134746772206,0.000440699304287083,2.43371257591374e-05
"580","Virginia","2013",51105,681,97.45,255.85,29,4.87,1541908,319,48.38,714,105.15,1743,0.00113041763840644,0.000441660591941932,0.000206886532789246,0.000463062647058061,1.88078666172041e-05
"581","Virginia","2014",50861,685,99.49,235.81,27,4.68,1552802,274,39.92,650,91.73,1636,0.00105357927153623,0.000441138020172565,0.000176455208069026,0.000418598121331631,1.73879219630062e-05
"582","Virginia","2015",51540,621,86.81,226.66,33,5.47,1554497,233,34.55,713,99.84,1600,0.00102927184806404,0.000399486136029854,0.000149887712874325,0.000458669267293536,2.12287318663207e-05
"583","Washington","1997",45753,2654,485.01,914.09,49,8.95,547209,218,39.84,2081,380.29,5002,0.00914093152707649,0.004850066428001,0.000398385260476345,0.00380293452775813,8.95453108410132e-05
"584","Washington","1998",47712,2456,456.42,831.62,49,9.11,538105,242,44.97,1728,321.13,4475,0.00831622081192332,0.00456416498638742,0.000449726354521887,0.00321126917609017,9.10602949238531e-05
"585","Washington","1999",50591,2291,421.95,767.28,45,8.29,542954,188,34.63,1642,302.42,4166,0.00767284152985336,0.00421951030842392,0.000346254010468658,0.00302419726164647,8.28799493143066e-05
"586","Washington","2000",50063,2463,437.19,769.12,36,6.39,563374,181,32.13,1653,293.41,4333,0.00769116075644243,0.00437187374639227,0.000321278582256192,0.00293410771530103,6.39007124929443e-05
"587","Washington","2001",48408,2367,413.56,725.09,25,4.37,572345,164,28.65,1594,278.5,4150,0.00725087141496824,0.00413561750342888,0.000286540460736094,0.00278503350252033,4.36799482829412e-05
"588","Washington","2002",48855,2338,403.04,705.41,26,4.48,580089,152,26.2,1576,271.68,4092,0.00705408997584853,0.00403041602236898,0.000262028757656153,0.00271682448727695,4.48207085464472e-05
"589","Washington","2003",49149,2229,386.78,684.37,32,5.55,576296,174,30.19,1509,261.84,3944,0.00684370531810042,0.00386780404514347,0.000301928175798548,0.00261844607632189,5.55270208365146e-05
"590","Washington","2004",49407,2041,354.45,659.59,24,4.17,575816,145,25.18,1588,275.78,3798,0.00659585700987816,0.00354453505981077,0.00025181655250983,0.00275782541645248,4.16799811050752e-05
"591","Washington","2005",51956,2339,403.82,709.41,25,4.32,579215,138,23.83,1607,277.44,4109,0.00709408423469696,0.00403822414820058,0.000238253498269209,0.00277444472259869,4.31618656284799e-05
"592","Washington","2006",52900,2326,398.44,711.24,30,5.14,583772,129,22.1,1667,285.56,4152,0.00711236578664273,0.00398443227835525,0.000220976682677484,0.00285556689940593,5.1389926204066e-05
"593","Washington","2007",55348,2031,347.11,626.71,24,4.1,585118,90,15.38,1522,260.12,3667,0.00626711193297762,0.00347109471935575,0.000153815127888734,0.00260118471829614,4.10173674369956e-05
"594","Washington","2008",54939,1680,280.9,576.35,29,4.85,598077,126,21.07,1612,269.53,3447,0.00576347192752773,0.00280900285414754,0.000210675214061066,0.0026953051195749,4.84887397442135e-05
"595","Washington","2009",52264,1945,322.8,640.8,22,3.65,602531,102,16.93,1792,297.41,3861,0.00640796905055508,0.00322804967711205,0.00016928589566346,0.00297412083361686,3.6512644162707e-05
"596","Washington","2010",52681,1971,323.83,577.5,19,3.12,608660,96,15.77,1429,234.78,3515,0.00577498110603621,0.00323826109815003,0.000157723523806394,0.0023477803699931,3.12161140866822e-05
"597","Washington","2011",52495,2126,343.9,592.68,20,3.24,618209,100,16.18,1418,229.37,3664,0.00592679821872538,0.00343896643368181,0.000161757593305824,0.00229372267307658,3.23515186611648e-05
"598","Washington","2012",53423,2198,350.63,603.32,25,3.99,626865,123,19.62,1436,229.08,3782,0.00603319694033006,0.00350633709012307,0.000196214495944103,0.00229076435915229,3.988099511059e-05
"599","Washington","2013",53987,1986,308.95,584.93,18,2.8,642814,154,23.96,1602,249.22,3760,0.00584928144066557,0.00308954067584091,0.000239571633474069,0.00249216725211336,2.80018792372288e-05
"600","Washington","2014",54773,2258,340.36,603.7,26,3.92,663410,154,23.21,1567,236.2,4005,0.00603699069956739,0.00340362671651015,0.000232133974465263,0.00236203855835758,3.9191450234395e-05
"601","Washington","2015",55577,2394,350.15,598.65,23,3.36,683700,144,21.06,1532,224.07,4093,0.00598654380576276,0.00350153576129882,0.000210618692408951,0.0022407488664619,3.36404855930964e-05
"602","Wisconsin","1997",38663,2636,419.41,1052.97,122,19.41,628507,307,48.85,3553,565.31,6618,0.0105297156594915,0.00419406625542755,0.000488459157972783,0.00565307944064267,0.000194110805448468
"603","Wisconsin","1998",39695,2528,429.68,1001.97,111,18.87,588339,286,48.61,2970,504.81,5895,0.0100197335209803,0.00429684246667313,0.000486114298049254,0.00504811001820379,0.000188666738054081
"604","Wisconsin","1999",41053,2531,435.7,1043.38,124,21.35,580899,272,46.82,3134,539.51,6061,0.0104338275672707,0.00435703969192579,0.000468239745635644,0.00539508589272834,0.000213462236980955
"605","Wisconsin","2000",41911,2265,379.41,956.66,122,20.44,596974,303,50.76,3021,506.05,5711,0.00956658078911309,0.00379413508796028,0.000507559793223825,0.00506052189877616,0.000204364009152827
"606","Wisconsin","2001",42078,2128,353.94,908.64,127,21.12,601229,295,49.07,2913,484.51,5463,0.0090863880484807,0.00353941676133387,0.000490661628098445,0.00484507567000261,0.000211233989045771
"607","Wisconsin","2002",42694,2148,354.69,954.76,111,18.33,605600,326,53.83,3197,527.91,5782,0.00954755614266843,0.00354689564068692,0.000538309114927345,0.00527906208718626,0.0001832892998679
"608","Wisconsin","2003",43568,2066,347.65,890.17,110,18.51,594269,246,41.4,2868,482.61,5290,0.00890169266779859,0.00347654008538221,0.000413953950147156,0.00482609727244733,0.000185101359821899
"609","Wisconsin","2004",44455,1823,308.53,784.77,87,14.72,590874,176,29.79,2551,431.73,4637,0.00784769680168699,0.0030852601400637,0.00029786384237587,0.0043173333062548,0.000147239512992618
"610","Wisconsin","2005",45131,2811,479.28,1027.62,121,20.63,586500,158,26.94,2937,500.77,6027,0.0102762148337596,0.00479283887468031,0.000269394714407502,0.0050076726342711,0.000206308610400682
"611","Wisconsin","2006",45515,3873,666.6,1342.85,103,17.73,581005,220,37.87,3606,620.65,7802,0.0134284558652679,0.00666603557628592,0.000378654228448981,0.00620648703539556,0.000177279025137477
"612","Wisconsin","2007",45464,4181,729.75,1406.26,105,18.33,572938,236,41.19,3535,617,8057,0.0140626036325047,0.00729747372316027,0.000411911934624689,0.00616995207160286,0.000183265903116917
"613","Wisconsin","2008",44622,3884,645.04,1229.63,71,11.79,602131,205,34.05,3244,538.75,7404,0.0122963275433419,0.00645042357892219,0.000340457475200579,0.0053875319490277,0.00011791454019142
"614","Wisconsin","2009",43215,3209,530.7,1101.59,72,11.91,604673,203,33.57,3177,525.41,6661,0.0110158713883372,0.00530700064332292,0.000335718644622796,0.0052540794776681,0.000119072622723356
"615","Wisconsin","2010",44126,3102,521.49,1065.17,95,15.97,594833,196,32.95,2943,494.76,6336,0.0106517291407841,0.00521490905850886,0.000329504247410618,0.00494760714351759,0.000159708691346983
"616","Wisconsin","2011",44905,3255,544.84,1110.93,86,14.4,597426,205,34.31,3091,517.39,6637,0.0111093256738073,0.00544837352241114,0.000343138731826201,0.00517386253695018,0.000143950882619772
"617","Wisconsin","2012",45380,4508,752.09,1323.33,93,15.52,599395,234,39.04,3097,516.69,7932,0.013233343621485,0.0075209169245656,0.000390393646927318,0.00516687660057224,0.000155156449419832
"618","Wisconsin","2013",45582,4405,733.18,1363.84,104,17.31,600805,401,66.74,3284,546.6,8194,0.0136383685222327,0.00733182979502501,0.000667437854212265,0.00546599978362364,0.00017310108937176
"619","Wisconsin","2014",46469,4877,812.33,1484.74,86,14.32,600374,396,65.96,3555,592.13,8914,0.0148474117799905,0.00812326982847359,0.000659588856279586,0.00592130905069174,0.000143244044545567
"620","Wisconsin","2015",46893,5253,874.92,1596.1,145,24.15,600400,436,72.62,3749,624.42,9583,0.0159610259826782,0.0087491672218521,0.00072618254497002,0.00624417055296469,0.000241505662891406
